UNITID,GR_Source,Adj6yrGrad,Adj6yrAAH,6yrGrad,6yrAAH,6yrAA,6yrH,Xfer,XferAAH,XferAA,XferH
145637,2016-1/3 Noble gap,0.79,0.75,0.79,0.75,0.74,0.76,N/A,N/A,N/A,N/A
145600,2016-1/3 Noble gap,0.51,0.45,0.51,0.45,0.37,0.48,0.3,0.33,0.42,0.29
Naval Prep,Special,0.57,0.52,0.57,0.52,0.52,0.52,N/A,N/A,N/A,N/A
Arrupe,Special,0.5,0.44,0.5,0.44,0.44,0.44,N/A,N/A,N/A,N/A
UICHonors,Special,0.88,0.8,0.88,0.8,0.8,0.8,N/A,N/A,N/A,N/A
144209,2016,0.27,0.26,0.17,0.15,0.11,0.18,0.21,0.21,0.22,0.2
145813,2016-1/3 Noble gap,0.62,0.49,0.62,0.49,0.45,0.52,N/A,N/A,N/A,N/A
147536,2016+1/3 Noble gap,0.34,0.41,0.34,0.41,0.18,0.47,N/A,N/A,N/A,N/A
144218,2016,0.25,0.2,0.16,0.11,0.04,0.13,0.18,0.17,0.21,0.17
144166,Special,0.2,0.2,0.11,0.11,0.08,0.18,0.19,0.18,0.2,0.15
170976,2016,0.91,0.84,0.91,0.84,0.8,0.89,N/A,N/A,N/A,N/A
149772,2016,0.53,0.39,0.53,0.39,0.35,0.49,0.34,0.43,0.45,0.38
144892,2016,0.57,0.44,0.57,0.44,0.44,0.45,0.31,0.39,0.36,0.48
147776,2016,0.24,0.19,0.24,0.19,0.09,0.21,0.4,0.43,0.54,0.4
168546,Special,0.76,0.54,0.76,0.54,0.51,0.64,N/A,N/A,N/A,N/A
144193,2014-2016,0.27,0.24,0.18,0.14,0.07,0.2,0.19,0.2,0.25,0.15
144740,2016,0.73,0.64,0.73,0.64,0.59,0.65,N/A,N/A,N/A,N/A
144157,2014-2016,0.33,0.27,0.24,0.17,0.16,0.4,0.17,0.19,0.19,0.15
147703,2016,0.47,0.32,0.47,0.32,0.27,0.42,N/A,N/A,N/A,N/A
148496,2014-2016,0.61,0.53,0.61,0.53,0.43,0.55,0.32,0.37,0.39,0.37
149532,2016,0.28,0.23,0.15,0.1,0.05,0.12,0.25,0.25,0.31,0.22
147767,2016,0.94,0.92,0.94,0.92,0.9,0.93,N/A,N/A,N/A,N/A
240444,2016,0.85,0.77,0.85,0.77,0.75,0.77,N/A,N/A,N/A,N/A
170301,2014-2016,0.78,0.67,0.78,0.67,0.7,0.65,N/A,N/A,N/A,N/A
147679,2014-2016,0.53,0.39,0.53,0.39,0.36,0.41,N/A,N/A,N/A,N/A
146676,3yr+.25*xfer,0.23,0.23,0.05,0.05,0,0.63,0.63,0.72,0.74,0
170082,2016,0.66,0.51,0.66,0.51,0.49,0.54,0.17,0.25,0.26,0.23
153278,2014-2016,0.45,0.3,0.45,0.3,0.31,0.27,0.27,0.26,0.25,0.3
144184,2014-2016,0.29,0.25,0.16,0.14,0.12,0.19,0.25,0.22,0.26,0.16
146427,2014-2016,0.78,0.73,0.78,0.73,0.73,0.72,N/A,N/A,N/A,N/A
144175,2014-2016,0.22,0.23,0.11,0.11,0.1,0.27,0.22,0.23,0.23,0.15
148654,2014-2016,0.49,0.39,0.49,0.39,0.4,0.35,N/A,N/A,N/A,N/A
169248,2016,0.57,0.44,0.57,0.44,0.45,0.41,N/A,N/A,N/A,N/A
145725,2014-2016,0.69,0.61,0.69,0.61,0.52,0.65,N/A,N/A,N/A,N/A
144005,2014-2016,0.14,0.13,0.14,0.13,0.13,0.17,0.51,0.52,0.52,0.45
144281,2016,0.45,0.31,0.45,0.31,0.27,0.39,N/A,N/A,N/A,N/A
147378,2016,0.4,0.33,0.28,0.22,0.12,0.26,0.24,0.22,0.33,0.18
202523,2014-2016,0.81,0.74,0.81,0.74,0.72,0.78,N/A,N/A,N/A,N/A
206589,2014-2016,0.78,0.69,0.78,0.69,0.74,0.54,0.07,0.04,0.04,0.04
100654,2016,0.27,0.43,0.27,0.28,0.28,0,0.38,0.37,0.37,0.75
147411,2014-2016,0.3,0.29,0.2,0.2,0.1,0.21,0.19,0.18,0.3,0.18
149222,2016,0.44,0.3,0.44,0.3,0.3,0.32,N/A,N/A,N/A,N/A
144351,2014-2016,0.51,0.29,0.51,0.29,0.22,0.35,N/A,N/A,N/A,N/A
170532,2014-2016,0.82,0.77,0.82,0.77,0.84,0.73,0.11,0.15,0.11,0.17
174844,2014-2016,0.88,0.76,0.88,0.76,0.75,0.77,N/A,N/A,N/A,N/A
384342,2014-2016,0.38,0.25,0.25,0.1,0.09,0.13,0.25,0.29,0.29,0.3
147916,2014-2016,0.35,0.25,0.19,0.07,0.05,0.17,0.33,0.37,0.38,0.35
148627,2014-2016,0.51,0.39,0.51,0.39,0.36,0.41,N/A,N/A,N/A,N/A
153834,2014-2016,0.79,0.62,0.79,0.62,0.61,0.63,N/A,N/A,N/A,N/A
144883,2016,0.11,0.1,0.11,0.1,0.05,0.27,N/A,N/A,N/A,N/A
239628,2014-2016,0.68,0.58,0.68,0.58,0.37,0.7,N/A,N/A,N/A,N/A
150400,2014-2016,0.82,0.79,0.82,0.79,0.77,0.85,N/A,N/A,N/A,N/A
175856,2016,0.38,0.52,0.38,0.37,0.37,0.33,N/A,N/A,N/A,N/A
179867,2016,0.94,0.94,0.94,0.94,0.94,0.93,N/A,N/A,N/A,N/A
138947,2016,0.38,0.54,0.38,0.39,0.39,0.29,N/A,N/A,N/A,N/A
147341,2014-2016,0.56,0.38,0.56,0.38,0.37,0.39,N/A,N/A,N/A,N/A
149231,2016,0.47,0.29,0.47,0.29,0.26,0.45,0.39,0.55,0.57,0.4
150774,3yr+partner,0.47,0.37,0.47,0.37,0.27,0.45,0.31,0.36,0.43,0.3
153658,2016,0.72,0.64,0.72,0.64,0.53,0.69,0.21,0.26,0.36,0.21
131520,2016,0.61,0.76,0.61,0.61,0.61,0,0.15,0.15,0.15,0
144050,2016,0.94,0.88,0.94,0.88,0.87,0.89,N/A,N/A,N/A,N/A
201690,2016,0.26,0.41,0.26,0.26,0.26,0,0.02,0.02,0.02,0
148335,Special,0.39,0.39,0.39,0.39,0.39,0.39,N/A,N/A,N/A,N/A
212674,2014-2016,0.85,0.83,0.85,0.83,0.85,0.81,0.1,0.09,0.09,0.08
143118,2014-2016,0.57,0.52,0.57,0.52,0.35,0.61,N/A,N/A,N/A,N/A
146719,2016,0.75,0.64,0.75,0.64,0.47,0.68,N/A,N/A,N/A,N/A
239105,2016,0.81,0.68,0.81,0.68,0.56,0.75,N/A,N/A,N/A,N/A
143358,2016,0.74,0.6,0.74,0.6,0.59,0.62,N/A,N/A,N/A,N/A
204501,2016,0.85,0.79,0.85,0.79,0.8,0.78,N/A,N/A,N/A,N/A
146612,2014-2016,0.63,0.47,0.63,0.47,0.4,0.51,N/A,N/A,N/A,N/A
128902,2014-2016,0.83,0.87,0.83,0.87,0.91,0.85,N/A,N/A,N/A,N/A
145336,Special,0.25,0.25,0.25,0.25,0.25,0.25,N/A,N/A,N/A,N/A
148487,2014-2016,0.36,0.27,0.36,0.27,0.24,0.3,N/A,N/A,N/A,N/A
154493,3yr+partner,0.56,0.33,0.56,0.33,0.29,0.48,0.1,0.05,0.06,0
213668,3yr+partner,0.81,0.77,0.81,0.77,0.73,0.84,0.26,0.3,0.38,0.17
238333,2014-2016,0.78,0.76,0.78,0.76,0.61,0.82,N/A,N/A,N/A,N/A
144962,2014-2016,0.7,0.54,0.7,0.54,0.54,0.55,N/A,N/A,N/A,N/A
178396,2016,0.68,0.58,0.68,0.58,0.57,0.62,N/A,N/A,N/A,N/A
147800,2014-2016,0.36,0.29,0.17,0.13,0.07,0.15,0.37,0.31,0.35,0.3
152600,2014-2016,0.66,0.44,0.66,0.44,0.39,0.5,N/A,N/A,N/A,N/A
213385,2016,0.89,0.86,0.89,0.86,0.81,0.93,0.08,0.11,0.17,0.04
145691,2014-2016,0.71,0.53,0.71,0.53,0.54,0.52,N/A,N/A,N/A,N/A
216597,2016,0.9,0.92,0.9,0.92,0.89,0.93,N/A,N/A,N/A,N/A
120254,2014-2016,0.84,0.87,0.84,0.87,0.87,0.87,0.11,0.08,0.06,0.08
138600,2014-2016,0.7,0.72,0.7,0.72,0.72,0.72,N/A,N/A,N/A,N/A
147244,2014-2016,0.6,0.46,0.6,0.46,0.39,0.6,N/A,N/A,N/A,N/A
230959,2016,0.93,0.86,0.93,0.86,0.79,0.89,0.03,0.04,0.05,0.03
148991,2014-2016,0.53,0.34,0.44,0.09,0.09,0.1,0.19,0.5,0.5,0.5
215062,2016,0.95,0.93,0.95,0.93,0.93,0.93,N/A,N/A,N/A,N/A
220181,2016,0.32,0.46,0.32,0.31,0.31,N/A,N/A,N/A,N/A,N/A
231174,2016,0.74,0.72,0.74,0.72,0.71,0.72,N/A,N/A,N/A,N/A
146481,2014-2016,0.72,0.68,0.72,0.68,0.64,0.71,N/A,N/A,N/A,N/A
149365,2016,0.22,0.21,0.07,0.06,0.05,0.11,0.3,0.29,0.3,0.21
152673,2014-2016,0.73,0.6,0.73,0.6,0.62,0.58,N/A,N/A,N/A,N/A
153144,2014-2016,0.68,0.71,0.68,0.71,0.71,0.71,N/A,N/A,N/A,N/A
156295,2014-2016,0.63,0.63,0.63,0.63,0.6,0.75,N/A,N/A,N/A,N/A
217156,2016,0.96,0.9,0.96,0.9,0.88,0.91,N/A,N/A,N/A,N/A
100724,2016,0.22,0.37,0.22,0.22,0.22,0.33,N/A,N/A,N/A,N/A
144485,2014-2016,N/A,N/A,0.58,0.56,0.5,0.68,N/A,N/A,N/A,N/A
144865,2016,0.37,0.29,0.23,0.14,0.06,0.18,0.3,0.29,0.4,0.24
146418,2014-2016,0.41,0.3,0.28,0.15,0.09,0.26,0.25,0.31,0.37,0.19
152390,2014-2016,0.79,0.77,0.79,0.77,0.71,0.78,N/A,N/A,N/A,N/A
202480,2016,0.75,0.61,0.75,0.61,0.52,0.73,N/A,N/A,N/A,N/A
221838,2016,0.41,0.56,0.41,0.41,0.41,0.71,0.25,0.26,0.26,0
102377,2016,0.46,0.65,0.46,0.5,0.5,N/A,0.17,0.16,0.16,N/A
130590,2016,0.85,0.89,0.85,0.89,0.88,0.89,0.07,0.02,0,0.04
139658,2016,0.91,0.84,0.91,0.84,0.84,0.85,N/A,N/A,N/A,N/A
140553,2016,0.5,0.65,0.5,0.5,0.5,0.5,0.3,0.31,0.31,0.5
145646,2014-2016,0.81,0.64,0.81,0.64,0.64,0.64,N/A,N/A,N/A,N/A
146700,2014-2016,N/A,N/A,0.59,0.57,0.42,0.67,N/A,N/A,N/A,N/A
151324,2016,0.38,0.22,0.38,0.22,0.22,0.22,N/A,N/A,N/A,N/A
160904,2016,0.41,0.57,0.41,0.42,0.42,0.18,0.45,0.45,0.44,0.59
173258,2016,0.92,0.89,0.92,0.89,0.76,0.95,N/A,N/A,N/A,N/A
243744,2016,0.94,0.93,0.94,0.93,0.91,0.93,N/A,N/A,N/A,N/A
121345,2016,0.97,0.96,0.97,0.96,1,0.95,N/A,N/A,N/A,N/A
131496,2016,0.94,0.94,0.94,0.94,0.95,0.93,N/A,N/A,N/A,N/A
146296,2016,0.29,0.24,0.14,0.07,0.05,0.09,0.28,0.33,0.45,0.2
149505,2014-2016,0.59,0.41,0.59,0.41,0.26,0.62,N/A,N/A,N/A,N/A
149763,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
152080,2016,0.95,0.93,0.95,0.93,0.88,0.94,N/A,N/A,N/A,N/A
153737,2016,0.31,0.16,0.27,0.12,0.07,0.22,0.08,0.07,0.09,0.04
158802,2016,0.39,0.51,0.39,0.36,0.36,1,N/A,N/A,N/A,N/A
173902,2016,0.88,0.84,0.88,0.84,0.71,0.9,N/A,N/A,N/A,N/A
174817,2014-2016,0.62,0.43,0.62,0.43,0.32,0.5,N/A,N/A,N/A,N/A
177940,2016,0.22,0.31,0.22,0.16,0.15,0.43,0.47,0.52,0.52,0.57
190099,2016,0.9,0.86,0.9,0.86,0.83,0.88,0.09,0.1,0.1,0.1
212009,2014-2016,0.84,0.8,0.84,0.8,0.84,0.77,N/A,N/A,N/A,N/A
143288,2014-2016,0.41,0.21,0.41,0.21,0.13,0.62,N/A,N/A,N/A,N/A
146393,2014-2016,0.19,0.08,0.19,0.08,0.08,0.08,N/A,N/A,N/A,N/A
147369,2014-2016,0.71,0.51,0.71,0.51,0.38,0.59,N/A,N/A,N/A,N/A
148007,2014-2016,0.32,0.29,0.14,0.11,0.09,0.17,0.36,0.37,0.4,0.24
148876,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
149781,2016,0.91,0.92,0.91,0.92,0.82,0.97,N/A,N/A,N/A,N/A
166027,2016,0.97,0.95,0.97,0.95,0.94,0.96,N/A,N/A,N/A,N/A
169798,2016,0.41,0.22,0.41,0.22,0.2,0.42,N/A,N/A,N/A,N/A
178615,2016,0.72,0.7,0.72,0.7,0.61,0.78,N/A,N/A,N/A,N/A
183026,2014-2016,0.55,0.46,0.55,0.46,0.42,0.49,N/A,N/A,N/A,N/A
198385,2016,0.95,0.93,0.95,0.93,0.94,0.92,N/A,N/A,N/A,N/A
220598,2016,0.2,0.35,0.2,0.2,0.2,0,0.61,0.61,0.61,1
232265,2016,0.55,0.7,0.55,0.55,0.55,0.55,0.12,0.12,0.12,0.18
454227,2014-2016,0.62,0.4,0.62,0.4,N/A,0.4,N/A,N/A,N/A,N/A
112260,2016,0.93,0.91,0.93,0.91,0.67,1,N/A,N/A,N/A,N/A
123961,2016,0.92,0.9,0.92,0.9,0.89,0.9,N/A,N/A,N/A,N/A
130697,2016,0.91,0.88,0.91,0.88,0.9,0.86,N/A,N/A,N/A,N/A
135726,2016,0.82,0.82,0.82,0.82,0.76,0.83,N/A,N/A,N/A,N/A
146506,2014-2016,0.47,0.39,0.38,0.2,0.15,0.36,0.19,0.37,0.41,0.26
149842,2016,0.43,0.37,0.28,0.25,0.1,0.27,0.3,0.24,0.38,0.21
153162,2014-2016,0.67,0.68,0.67,0.68,0.59,0.74,N/A,N/A,N/A,N/A
153384,2014-2016,0.87,0.76,0.87,0.76,0.7,0.81,N/A,N/A,N/A,N/A
153621,2014-2016,0.26,0.16,0.26,0.16,0.11,0.32,N/A,N/A,N/A,N/A
154101,2014-2016,0.65,0.46,0.65,0.46,0.25,0.6,N/A,N/A,N/A,N/A
154527,2014-2016,0.7,0.43,0.7,0.43,0.47,0.32,N/A,N/A,N/A,N/A
157085,2016,0.64,0.53,0.64,0.53,0.51,0.6,N/A,N/A,N/A,N/A
159009,2016,0.34,0.5,0.34,0.35,0.36,0.15,N/A,N/A,N/A,N/A
164155,2016,0.86,0.78,0.86,0.78,0.74,0.82,0.02,0.02,0.03,0.02
164924,2016,0.93,0.89,0.93,0.89,0.83,0.92,0.05,0.08,0.11,0.06
172699,2016,0.53,0.44,0.53,0.44,0.4,0.55,0.32,0.36,0.38,0.31
175616,2014-2016,0.34,0.22,0.34,0.22,0.22,0.27,N/A,N/A,N/A,N/A
176406,2016,0.42,0.57,0.42,0.42,0.42,N/A,0.03,0.03,0.03,N/A
182670,2016,0.97,0.98,0.97,0.98,0.97,0.99,N/A,N/A,N/A,N/A
186131,2016,0.97,0.96,0.97,0.96,0.97,0.94,N/A,N/A,N/A,N/A
190415,2016,0.94,0.92,0.94,0.92,0.92,0.93,N/A,N/A,N/A,N/A
203535,2014-2016,0.89,0.81,0.89,0.81,0.78,0.83,N/A,N/A,N/A,N/A
207209,2016,0.18,0.33,0.18,0.18,0.18,0,0.28,0.28,0.28,0
221519,2014-2016,0.8,0.65,0.8,0.65,0.6,0.74,N/A,N/A,N/A,N/A
221999,2016,0.92,0.9,0.92,0.9,0.91,0.88,N/A,N/A,N/A,N/A
460747,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
102298,2016,0.43,0.59,0.43,0.44,0.44,0.4,0.07,0.05,0.04,0.4
122612,2016,0.72,0.68,0.72,0.68,0.59,0.69,0.17,0.24,0.34,0.22
126678,2016,0.87,0.91,0.87,0.91,0.89,0.92,N/A,N/A,N/A,N/A
130794,2016,0.98,0.99,0.98,0.99,1,0.98,N/A,N/A,N/A,N/A
131469,2016,0.84,0.77,0.84,0.77,0.76,0.78,N/A,N/A,N/A,N/A
132471,2014-2016,0.33,0.32,0.33,0.32,0.3,0.34,0.48,0.51,0.49,0.54
137847,2016,0.59,0.49,0.59,0.49,0.43,0.51,N/A,N/A,N/A,N/A
141060,2016,0.77,0.89,0.77,0.78,0.77,1,0.13,0.14,0.14,0
142522,2014-2016,0.48,0.46,0.48,0.46,0.18,0.48,0.18,0.22,0.36,0.21
142887,2014-2016,0.48,0.38,0.48,0.38,0.31,0.41,0.26,0.27,0.36,0.23
146205,2014-2016,0.36,0.29,0.26,0.14,0.11,0.28,0.21,0.31,0.33,0.22
147828,2014-2016,0.58,0.3,0.58,0.3,0.24,0.43,N/A,N/A,N/A,N/A
148177,2014-2016,0.28,0.29,0.28,0.29,0.21,0.36,N/A,N/A,N/A,N/A
149727,2016,0.4,0.31,0.3,0.22,0.18,0.23,0.2,0.17,0.27,0.16
150136,2016,0.62,0.51,0.62,0.51,0.51,0.5,0.26,0.32,0.33,0.32
150172,2014-2016,0.26,0.22,0.26,0.22,0.14,0.28,N/A,N/A,N/A,N/A
150455,2014-2016,0.7,0.66,0.7,0.66,0.66,0.66,N/A,N/A,N/A,N/A
154022,2016,0.13,0.1,0.13,0.1,0.08,0.18,N/A,N/A,N/A,N/A
154350,2014-2016,0.68,0.58,0.68,0.58,0.54,0.62,N/A,N/A,N/A,N/A
157058,2016,0.21,0.35,0.21,0.2,0.2,0,0.43,0.43,0.43,0.25
160621,2016,0.29,0.44,0.29,0.29,0.29,0.5,N/A,N/A,N/A,N/A
161086,2016,0.89,0.84,0.89,0.84,0.8,0.87,0.07,0.02,0.04,0
168148,2016,0.92,0.85,0.92,0.85,0.82,0.88,0.03,0.03,0.05,0.02
169080,2014-2016,0.75,0.53,0.75,0.53,0.53,0.52,N/A,N/A,N/A,N/A
170541,2016,0.27,0.23,0.13,0.06,0.07,0.05,0.28,0.32,0.34,0.26
172617,2016,0.29,0.2,0.15,0.06,0.05,0.11,0.3,0.27,0.28,0.25
177551,2016,0.06,0.21,0.06,0.06,0.06,0,N/A,N/A,N/A,N/A
195030,2016,0.85,0.78,0.85,0.78,0.84,0.73,N/A,N/A,N/A,N/A
196413,2016,0.82,0.8,0.82,0.8,0.79,0.81,N/A,N/A,N/A,N/A
206622,2016,0.72,0.58,0.72,0.58,0.53,0.67,N/A,N/A,N/A,N/A
212577,2016,0.87,0.87,0.87,0.87,0.94,0.84,N/A,N/A,N/A,N/A
219833,2014-2016,0.53,0.42,0.53,0.42,0.4,0.49,N/A,N/A,N/A,N/A
238430,2014-2016,0.48,0.25,0.48,0.25,0.23,0.32,0.38,0.54,0.59,0.42
449339,2014-2016,0.32,0.22,0.32,0.22,0.22,0.25,N/A,N/A,N/A,N/A
104151,2016,0.67,0.62,0.67,0.62,0.58,0.63,N/A,N/A,N/A,N/A
104717,2014-2016,0.39,0.31,0.39,0.31,0.23,0.33,N/A,N/A,N/A,N/A
122977,2015,0.29,0.16,0.29,0.16,0.08,0.17,0.17,0.2,0.29,0.18
134945,2014-2016,0.41,0.33,0.41,0.33,0.32,0.36,N/A,N/A,N/A,N/A
135717,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
137032,2014-2016,0.41,0.37,0.41,0.37,0.31,0.41,N/A,N/A,N/A,N/A
138187,Special,0.25,0.25,0.25,0.25,0.25,0.25,N/A,N/A,N/A,N/A
139940,2016,0.53,0.56,0.53,0.56,0.57,0.51,0.19,0.14,0.13,0.17
140951,2016,0.67,0.55,0.67,0.55,0.46,0.71,N/A,N/A,N/A,N/A
143084,2014-2016,0.76,0.63,0.76,0.63,0.58,0.66,N/A,N/A,N/A,N/A
144467,2014-2016,N/A,N/A,0.49,0.45,0.42,0.57,N/A,N/A,N/A,N/A
145619,2014-2016,0.52,0.36,0.52,0.36,0.33,0.38,0.02,0,0,0
145682,2014-2016,0.38,0.21,0.28,0.09,0.05,0.19,0.2,0.23,0.21,0.27
146472,2016,0.38,0.3,0.25,0.21,0.16,0.23,0.26,0.19,0.18,0.19
148405,2014-2016,0.46,0.3,0.46,0.3,0.21,0.43,N/A,N/A,N/A,N/A
148511,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
149639,2014-2016,0.66,0.47,0.66,0.47,0.43,0.5,N/A,N/A,N/A,N/A
150987,2016,0.23,0.19,0.14,0.09,0.07,0.13,0.18,0.21,0.21,0.19
151111,2016,0.47,0.36,0.47,0.36,0.31,0.46,0.25,0.29,0.35,0.18
152530,2014-2016,0.76,0.57,0.76,0.57,0.47,0.66,N/A,N/A,N/A,N/A
153472,2016,0.39,0.36,0.33,0.25,0.32,0.15,0.13,0.22,0.22,0.21
153524,2016,N/A,N/A,0.29,0.15,0.1,0.26,N/A,N/A,N/A,N/A
153603,2016,0.74,0.61,0.74,0.61,0.49,0.7,0.18,0.29,0.4,0.21
161004,2016,0.94,0.88,0.94,0.88,0.83,0.89,N/A,N/A,N/A,N/A
163453,2016,0.32,0.46,0.32,0.31,0.31,0.28,0.16,0.17,0.17,0.12
164465,2016,0.93,0.9,0.93,0.9,0.89,0.92,0.01,0.02,0.02,0.02
166683,2016,0.93,0.89,0.93,0.89,0.88,0.89,N/A,N/A,N/A,N/A
168218,2016,0.91,0.9,0.91,0.9,0.9,0.89,N/A,N/A,N/A,N/A
168342,2016,0.94,0.93,0.94,0.93,0.95,0.91,N/A,N/A,N/A,N/A
169910,2014-2016,0.47,0.36,0.47,0.36,0.36,0.36,0.28,0.37,0.38,0.34
174783,2016,0.44,0.37,0.44,0.37,0.36,0.4,0.25,0.29,0.31,0.25
175342,2016,0.3,0.45,0.3,0.3,0.3,0,N/A,N/A,N/A,N/A
176044,2016,0.31,0.47,0.31,0.32,0.31,0.83,N/A,N/A,N/A,N/A
177144,2014-2016,0.46,0.25,0.46,0.25,0.25,0.25,N/A,N/A,N/A,N/A
178059,2014-2016,0.71,0.48,0.71,0.48,0.4,0.61,0.1,0.17,0.2,0.13
189097,2016,0.91,0.9,0.91,0.9,0.96,0.88,0.05,0.04,0,0.06
193900,2016,0.85,0.85,0.85,0.85,0.86,0.84,0.09,0.07,0.08,0.06
199102,2016,0.43,0.6,0.43,0.45,0.45,0.38,0.19,0.18,0.18,0.19
206491,2016,0.21,0.38,0.21,0.23,0.23,0,N/A,N/A,N/A,N/A
211440,2016,0.9,0.82,0.9,0.82,0.8,0.83,N/A,N/A,N/A,N/A
216287,2016,0.94,0.89,0.94,0.89,0.95,0.86,N/A,N/A,N/A,N/A
217721,2016,0.22,0.37,0.22,0.22,0.22,0.33,N/A,N/A,N/A,N/A
224615,2016,0.17,0.15,0.1,0.09,0.03,0.15,0.14,0.13,0.15,0.11
238476,2014-2016,0.61,0.47,0.61,0.47,0.41,0.52,N/A,N/A,N/A,N/A
239248,2016,0.23,0.18,0.12,0.08,0.04,0.16,0.22,0.21,0.24,0.15
239318,2014-2016,0.61,0.4,0.61,0.4,0.24,0.51,0.3,0.41,0.45,0.38
239743,2014-2016,0.41,0.31,0.41,0.31,0.25,0.4,N/A,N/A,N/A,N/A
243780,2016,0.77,0.7,0.77,0.7,0.67,0.72,N/A,N/A,N/A,N/A
260901,2014,0.11,0,0.11,0,0,0,N/A,N/A,N/A,N/A
448673,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
101675,2016,0.17,0.32,0.17,0.17,0.16,0.6,N/A,N/A,N/A,N/A
102094,2016,0.38,0.3,0.38,0.3,0.3,0.3,0.34,0.41,0.42,0.32
104708,2016,0.3,0.27,0.17,0.14,0.08,0.16,0.28,0.25,0.31,0.24
105154,2016,0.29,0.26,0.15,0.15,0.12,0.16,0.28,0.22,0.26,0.21
105589,2014-2016,0.32,0.38,0.32,0.38,0.25,0.44,N/A,N/A,N/A,N/A
106412,2016,0.23,0.38,0.23,0.23,0.23,0.2,0.21,0.2,0.2,0.4
109819,2015,0.2,0.17,0.2,0.17,0.07,0.17,0.09,0.08,0.19,0.07
110495,2014-2016,0.55,0.53,0.55,0.53,0.51,0.53,0.04,0.04,0.06,0.04
110510,2016,0.55,0.54,0.55,0.54,0.47,0.55,0.02,0.02,0.03,0.01
113856,2016,0.39,0.24,0.37,0.21,0.21,0.21,0.04,0.05,0.36,0.05
115409,2014-2016,0.92,0.8,0.92,0.8,0.67,0.82,0.03,0.06,0,0.07
115728,2014-2016,0.45,0.46,0.45,0.46,0.46,0.46,0.05,0.03,0.02,0.03
117715,2014-2016,0.18,0.19,0.14,0.14,0.1,0.23,0.09,0.09,0.1,0.06
117946,2016,0.83,0.82,0.83,0.82,0.79,0.83,N/A,N/A,N/A,N/A
118976,2015,0.24,0.21,0.24,0.21,0.07,0.23,0.12,0.11,0.21,0.1
119164,2016,0.33,0.25,0.31,0.24,0.28,0.23,0.04,0.03,0.11,0.03
121044,2016,0.37,0.23,0.34,0.19,0.2,0.19,0.07,0.08,0.07,0.08
122409,2016,0.73,0.69,0.73,0.69,0.64,0.7,0.02,0.02,0.03,0.02
122436,2016,0.78,0.77,0.78,0.77,0.64,0.79,N/A,N/A,N/A,N/A
122931,2016,0.89,0.86,0.89,0.86,0.81,0.87,N/A,N/A,N/A,N/A
125231,2016,0.11,0,0.11,0,0,0,N/A,N/A,N/A,N/A
126669,2014-2016,0.47,0.33,0.47,0.33,0.22,0.38,N/A,N/A,N/A,N/A
126827,2014-2016,0.15,0.14,0.15,0.14,0.12,0.16,N/A,N/A,N/A,N/A
127060,2016,0.79,0.78,0.79,0.78,0.72,0.8,N/A,N/A,N/A,N/A
127820,2016,0.27,0.23,0.17,0.13,0.1,0.15,0.2,0.19,0.17,0.2
127918,2014-2016,0.67,0.66,0.67,0.66,0.7,0.65,N/A,N/A,N/A,N/A
131159,2016,0.81,0.78,0.81,0.78,0.74,0.81,N/A,N/A,N/A,N/A
133553,2014-2016,0.54,0.41,0.54,0.41,0.31,0.49,N/A,N/A,N/A,N/A
133711,2014-2016,0.6,0.57,0.6,0.57,0.45,0.62,N/A,N/A,N/A,N/A
133951,2016,0.56,0.57,0.56,0.57,0.42,0.59,0.01,0.01,0,0.01
134237,2016,0.41,0.32,0.41,0.32,0.24,0.49,N/A,N/A,N/A,N/A
136358,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
137546,2014-2016,0.63,0.56,0.63,0.56,0.47,0.62,N/A,N/A,N/A,N/A
137564,2014-2016,0.41,0.3,0.41,0.3,0.28,0.32,N/A,N/A,N/A,N/A
138901,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
141334,2016,0.41,0.43,0.41,0.43,0.43,0.43,0.22,0.23,0.22,0.3
142832,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
143048,2014-2016,0.62,0.47,0.62,0.47,0.43,0.49,0.23,0.3,0.34,0.28
144971,2014-2016,0.52,0.32,0.52,0.32,0.24,0.46,N/A,N/A,N/A,N/A
145239,2014-2016,N/A,N/A,0.74,0.74,0.56,0.77,N/A,N/A,N/A,N/A
145521,2014-2016,0.42,0.24,0.31,0.08,0.06,0.19,0.21,0.31,0.34,0.19
146533,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
146603,2014-2016,0.45,0.34,0.35,0.2,0.18,0.27,0.2,0.3,0.32,0.22
146816,2014-2016,N/A,N/A,0.19,0.19,0.17,0.33,N/A,N/A,N/A,N/A
