UNITID,GR_Source,Adj6yrGrad,Adj6yrAAH,6yrGrad,6yrAAH,6yrAA,6yrH,Xfer,XferAAH,XferAA,XferH
434751,2014-2016,N/A,N/A,0.21,N/A,N/A,N/A,N/A,N/A,N/A,N/A
434821,2014-2016,N/A,N/A,0.63,0.63,0.63,0.64,N/A,N/A,N/A,N/A
434830,2014-2016,N/A,N/A,0.7,0.59,0.58,1,N/A,N/A,N/A,N/A
434900,2016,0.22,0.22,0.22,0.22,N/A,0.22,0.01,0.01,N/A,0.01
434937,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
434973,2014-2016,0.17,0.2,0.17,0.2,0.2,0.18,N/A,N/A,N/A,N/A
435000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
436021,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
436094,2015,0.12,0,0.12,0,0,0,N/A,N/A,N/A,N/A
436100,2014-2016,N/A,N/A,0.91,1,N/A,1,N/A,N/A,N/A,N/A
436182,2014-2016,N/A,N/A,0.39,0.31,0.23,0.8,N/A,N/A,N/A,N/A
436191,2015,1,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A
436261,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
436304,2014-2016,0.32,0.29,0.18,0.14,0.14,0.18,0.28,0.3,0.29,0.4
436429,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
436438,2016,0.33,0,0.33,0,N/A,0,N/A,N/A,N/A,N/A
436465,2014-2016,N/A,N/A,0.63,0.63,N/A,0.63,N/A,N/A,N/A,N/A
436483,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
436599,2016,N/A,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A
436614,2014-2016,0.46,0.4,0.46,0.4,0,0.5,N/A,N/A,N/A,N/A
436632,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
436818,2014-2016,0.56,0.48,0.56,0.48,0.5,0.47,0.29,0.33,0.3,0.35
436827,2014-2016,0.53,0.45,0.53,0.45,0.5,0.43,0.31,0.39,0.3,0.42
436836,2014-2016,0.55,0.53,0.55,0.53,0.53,0.53,0.3,0.31,0.33,0.29
437042,2014,1,1,1,1,1,N/A,N/A,N/A,N/A,N/A
437051,2015,1,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A
437060,2014-2016,N/A,N/A,0.35,0.32,0.29,0.48,N/A,N/A,N/A,N/A
437097,2016,0.5,0,0.5,0,0,N/A,0.5,1,1,N/A
437103,2016,0.23,0.17,0.08,0.05,0.06,0.04,0.3,0.23,0.23,0.27
437219,2015,0.29,0.33,0.29,0.33,0,0.5,N/A,N/A,N/A,N/A
437237,2014-2016,N/A,N/A,0.85,N/A,N/A,N/A,N/A,N/A,N/A,N/A
437316,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
437325,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
437635,2014-2016,N/A,N/A,0.66,0.67,0.55,0.73,N/A,N/A,N/A,N/A
437705,2016,N/A,N/A,1,1,N/A,1,N/A,N/A,N/A,N/A
437732,2015,0.48,0.49,0.48,0.49,0.5,0.43,N/A,N/A,N/A,N/A
437750,2014-2016,N/A,N/A,0.89,0.96,1,0.95,N/A,N/A,N/A,N/A
437769,2014-2016,N/A,N/A,0.47,0.45,0.44,1,N/A,N/A,N/A,N/A
437936,2014-2016,0.69,0.66,0.65,0.62,0.36,0.63,0.07,0.08,0.09,0.08
438151,2016,0.14,0.09,0.14,0.09,0.13,0.06,0.01,0.01,0.03,0
438179,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
438212,2014-2016,N/A,N/A,0.34,0.25,0.22,0.26,N/A,N/A,N/A,N/A
438221,2016,N/A,N/A,0.56,0,N/A,0,N/A,N/A,N/A,N/A
438258,2014-2016,0.68,0.68,0.66,0.66,0.56,0.69,0.04,0.04,0.03,0.05
438285,2014-2016,N/A,N/A,0.83,0.79,0.84,0.73,N/A,N/A,N/A,N/A
438498,2016,0.2,0.33,0.2,0.33,1,0,N/A,N/A,N/A,N/A
438504,2016,0.54,0.53,0.54,0.53,0.45,0.53,0.01,0.01,0,0.01
438586,2014-2016,0.24,0.24,0.24,0.24,0.22,0.5,N/A,N/A,N/A,N/A
438647,2014-2016,N/A,N/A,0.59,0.56,0.56,0.62,N/A,N/A,N/A,N/A
438674,2014-2016,N/A,N/A,0.95,1,1,N/A,N/A,N/A,N/A,N/A
438708,2014-2016,0.31,0,0.27,0,N/A,0,0.08,0,N/A,0
438735,2014-2016,N/A,N/A,0.52,0.32,0.31,0.5,N/A,N/A,N/A,N/A
438869,2014-2016,N/A,N/A,0.61,0.61,0.6,0.73,N/A,N/A,N/A,N/A
438902,2016,1,1,1,1,1,N/A,N/A,N/A,N/A,N/A
439020,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
439057,2016,1,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A
439118,2014-2016,0.69,0.7,0.66,0.63,0.33,0.72,0.06,0.12,0,0.16
439127,2016,N/A,N/A,0.66,0.74,N/A,0.74,N/A,N/A,N/A,N/A
439136,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
439145,2014-2016,0.51,0.45,0.25,0.15,0.1,0.17,0.51,0.59,0.67,0.56
439190,2014,0.29,0.12,0.29,0.12,0.25,0.1,0.28,0.46,0.5,0.45
439297,2014-2016,0.14,0.16,0.14,0.16,0.15,0.18,N/A,N/A,N/A,N/A
439367,2014-2016,N/A,N/A,0.78,0.76,0.71,0.79,N/A,N/A,N/A,N/A
439394,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
439446,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
439482,2014,N/A,N/A,0.66,0.72,0.74,0.14,N/A,N/A,N/A,N/A
439491,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
439570,2014-2016,N/A,N/A,0.66,0.59,0.53,0.78,N/A,N/A,N/A,N/A
439613,2014-2016,0.2,0.24,0.2,0.24,0.25,0,N/A,N/A,N/A,N/A
439701,2016,0.17,N/A,0.17,N/A,N/A,N/A,N/A,N/A,N/A,N/A
439738,2014-2016,N/A,N/A,0.58,0.6,0.6,0.67,N/A,N/A,N/A,N/A
439783,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
439792,2014-2016,N/A,N/A,0.67,0.62,0.56,0.78,N/A,N/A,N/A,N/A
439817,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
439862,2014-2016,0.71,N/A,0.71,N/A,N/A,N/A,N/A,N/A,N/A,N/A
439871,2014-2016,N/A,N/A,0.72,0.76,0.62,0.78,N/A,N/A,N/A,N/A
439899,2014-2016,N/A,N/A,0.33,0.71,0.71,N/A,N/A,N/A,N/A,N/A
439914,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
439969,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
440004,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
440031,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
440059,2014-2016,N/A,N/A,0.68,0.63,0.64,0.6,N/A,N/A,N/A,N/A
440174,2014-2016,N/A,N/A,0.75,0.48,0.43,1,N/A,N/A,N/A,N/A
440262,2016,N/A,N/A,0.94,0.93,0.92,0.95,N/A,N/A,N/A,N/A
440271,2014-2016,N/A,N/A,0.52,0.49,0.49,0.44,N/A,N/A,N/A,N/A
440323,2014-2016,N/A,N/A,0.63,0.55,0.49,0.75,N/A,N/A,N/A,N/A
440332,2014-2016,N/A,N/A,0.62,0.62,N/A,0.62,N/A,N/A,N/A,N/A
440341,2014-2016,0.24,0.2,0.24,0.2,0.21,0.19,N/A,N/A,N/A,N/A
440396,2016,0.55,0,0.55,0,N/A,0,0.33,1,N/A,1
440402,2014-2016,0.36,0.22,0.32,0.17,0.14,0.3,0.09,0.1,0.1,0.09
440411,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
440420,2014-2016,0.08,0.1,0.08,0.1,0.14,0.06,N/A,N/A,N/A,N/A
440457,2014-2016,0.08,0.11,0.08,0.11,0.09,0.23,N/A,N/A,N/A,N/A
440466,2014-2016,0.1,0.13,0.1,0.13,0.25,0.12,N/A,N/A,N/A,N/A
440642,2015,N/A,N/A,0.43,0.47,0.62,0.29,N/A,N/A,N/A,N/A
440651,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
440749,2016,1,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A
440758,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
440767,2016,0.14,0.5,0.14,0.5,0.5,N/A,N/A,N/A,N/A,N/A
440776,2014-2016,N/A,N/A,0.36,0.35,0.6,0.32,N/A,N/A,N/A,N/A
440794,2014-2016,0.24,0.26,0.24,0.26,0.22,0.32,N/A,N/A,N/A,N/A
440819,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
440828,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
440873,2014-2016,N/A,N/A,0.42,0.42,0.42,0.5,N/A,N/A,N/A,N/A
440882,2014-2016,N/A,N/A,0.54,0.52,0.51,0.62,N/A,N/A,N/A,N/A
440891,2014-2016,N/A,N/A,0.55,0.42,0.41,0.43,N/A,N/A,N/A,N/A
440916,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
440925,2014-2016,0.23,0.27,0.23,0.27,0.27,0.26,N/A,N/A,N/A,N/A
441025,2014-2016,N/A,N/A,0.38,0.34,0.33,0.5,N/A,N/A,N/A,N/A
441052,2014-2016,N/A,N/A,0.67,0.65,0.57,0.66,N/A,N/A,N/A,N/A
441070,2014-2016,N/A,N/A,0.13,0.2,0,0.33,N/A,N/A,N/A,N/A
441089,2016,N/A,N/A,0.75,0.69,0.66,0.76,N/A,N/A,N/A,N/A
441104,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
441131,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
441168,2014-2016,N/A,N/A,0.8,0.85,0.5,0.88,N/A,N/A,N/A,N/A
441229,2014-2016,N/A,N/A,0.73,0.71,0.69,0.71,N/A,N/A,N/A,N/A
441238,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
441308,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
441371,2014-2016,N/A,N/A,0.63,0.53,0.47,0.65,N/A,N/A,N/A,N/A
441423,2014-2016,N/A,N/A,0.83,0.84,0.67,0.84,N/A,N/A,N/A,N/A
441478,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
441487,2014-2016,N/A,N/A,0.7,1,N/A,1,N/A,N/A,N/A,N/A
441496,2015,0.54,0.41,0.5,0.36,0.4,0,0.08,0.09,0,1
441502,2014,N/A,N/A,0.75,0.71,0.74,0.5,N/A,N/A,N/A,N/A
441511,2014-2016,0.85,0.84,0.85,0.84,0.84,1,N/A,N/A,N/A,N/A
441609,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
441636,2014-2016,0.68,0.68,0.68,0.68,0.67,0.75,N/A,N/A,N/A,N/A
441645,2014-2016,N/A,N/A,0.81,0.82,0.8,1,N/A,N/A,N/A,N/A
441690,2015-2016,0.36,0.36,0.36,0.36,N/A,0.36,N/A,N/A,N/A,N/A
441742,2014-2016,N/A,N/A,0.59,0.59,0.56,0.65,N/A,N/A,N/A,N/A
441760,2014-2016,0.22,0.15,0.17,0.09,0.08,0.17,0.11,0.12,0.12,0.13
441788,2014-2016,N/A,N/A,0.57,0.64,0.7,0.58,N/A,N/A,N/A,N/A
441858,2014-2016,N/A,N/A,0.76,0.7,0.68,0.87,N/A,N/A,N/A,N/A
441900,2014-2016,0.14,0.14,0.14,0.14,0.1,0.15,0.29,0.32,0.36,0.3
441919,2014-2016,N/A,N/A,0.32,0.33,0.33,0.3,N/A,N/A,N/A,N/A
441928,2014-2016,N/A,N/A,0.24,0.23,0.1,0.3,N/A,N/A,N/A,N/A
441937,2014-2016,0.59,0.56,0.59,0.56,0.57,0.56,0.06,0.07,0.04,0.07
441955,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
441964,2014,0.3,0,0.3,0,0,N/A,N/A,N/A,N/A,N/A
441973,2014-2016,0.34,0.35,0.34,0.35,0.14,0.36,0.04,0.03,0.29,0.02
442037,2014-2016,N/A,N/A,0.65,0.59,0.58,0.62,N/A,N/A,N/A,N/A
442046,2014-2016,N/A,N/A,0.49,0.48,0.48,0.5,N/A,N/A,N/A,N/A
442064,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
442134,2014-2016,0.66,0.64,0.65,0.64,0.59,0.66,0.01,0.01,0.01,0.01
442161,2014-2016,0.07,0.09,0.07,0.09,0.09,0.08,N/A,N/A,N/A,N/A
442213,2016,N/A,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A
442222,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
442295,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
442338,2015,1,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A
442347,2015,N/A,N/A,0.19,0.06,0.07,0,N/A,N/A,N/A,N/A
442356,2016,0.5,N/A,0.5,N/A,N/A,N/A,N/A,N/A,N/A,N/A
442383,2014-2016,N/A,N/A,0.61,0.57,0.75,0.33,N/A,N/A,N/A,N/A
442392,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
442408,2014-2016,N/A,N/A,0.5,0.45,0.45,0.64,N/A,N/A,N/A,N/A
442426,2015,0.7,0.72,0.7,0.72,0.74,0,N/A,N/A,N/A,N/A
442435,2014-2016,N/A,N/A,0.46,0.42,0.5,0.41,N/A,N/A,N/A,N/A
442523,2015-2016,N/A,N/A,0.19,1,N/A,1,N/A,N/A,N/A,N/A
442602,2014-2016,0.73,0.73,0.71,0.72,0.36,0.74,0.03,0.02,0,0.02
442611,2014-2016,0.59,0.53,0.57,0.52,0.43,0.72,0.02,0.02,0.03,0
442639,2015,0.33,0.33,0.33,0.33,0.33,N/A,N/A,N/A,N/A,N/A
442718,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
442781,2014-2016,N/A,N/A,0.32,0.33,0.5,0.17,N/A,N/A,N/A,N/A
442790,2014-2016,N/A,N/A,0.49,0.48,0.4,0.65,N/A,N/A,N/A,N/A
442806,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
442842,2014,1,1,1,1,1,N/A,N/A,N/A,N/A,N/A
442879,2014-2016,N/A,N/A,0.75,0.62,0.6,0.64,N/A,N/A,N/A,N/A
442888,2015-2016,N/A,N/A,0.7,0.7,0.64,0.73,N/A,N/A,N/A,N/A
442897,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
442930,2016,0.49,0.48,0.49,0.48,0.33,0.56,N/A,N/A,N/A,N/A
442949,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
442967,2015-2016,0.7,0.67,0.69,0.67,0.33,0.68,0.02,0.01,0,0.01
443030,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
443049,2014-2016,0.53,0.38,0.53,0.38,0.38,N/A,N/A,N/A,N/A,N/A
443058,2016,1,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A
443076,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
443128,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
443270,2014-2016,N/A,N/A,0.78,0.77,0.74,1,N/A,N/A,N/A,N/A
443289,2014-2016,N/A,N/A,0.75,0.64,0.5,0.67,N/A,N/A,N/A,N/A
443331,2015-2016,0.55,0,0.55,0,N/A,0,N/A,N/A,N/A,N/A
443340,2014-2016,0.46,0.67,0.46,0.67,1,0.5,0.46,0.33,0,0.5
443377,2014-2016,N/A,N/A,0.7,0.18,0,0.25,N/A,N/A,N/A,N/A
443395,2016,N/A,N/A,0.52,0,0,N/A,N/A,N/A,N/A,N/A
443410,2014-2016,0.48,0.38,0.48,0.38,0.5,0.38,N/A,N/A,N/A,N/A
443492,2014-2016,0.24,0.18,0.13,0.03,0.03,0.03,0.21,0.29,0.31,0.19
443526,2014,0.33,0.21,0.33,0.21,0.17,0.5,N/A,N/A,N/A,N/A
443535,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
443544,2014-2016,0.06,0.08,0.06,0.08,0.07,0.13,N/A,N/A,N/A,N/A
443562,2014-2016,0.31,0.31,0.31,0.31,N/A,0.31,N/A,N/A,N/A,N/A
443571,2015-2016,N/A,N/A,0.81,0.81,0.61,0.83,N/A,N/A,N/A,N/A
443599,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
443623,2014-2016,N/A,N/A,0.56,0.58,0.57,0.69,N/A,N/A,N/A,N/A
443650,2014-2016,N/A,N/A,0.52,0.49,0.46,0.71,N/A,N/A,N/A,N/A
443696,2014-2016,N/A,N/A,0.55,0.57,0.67,0.55,N/A,N/A,N/A,N/A
443702,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
443748,2014-2016,N/A,N/A,0.66,0.66,0.62,0.76,N/A,N/A,N/A,N/A
443766,2014,0.25,0.25,0.25,0.25,0.25,N/A,N/A,N/A,N/A,N/A
443784,2015,0.14,0,0.14,0,0,N/A,N/A,N/A,N/A,N/A
443827,2014-2016,N/A,N/A,0.54,0.55,0.5,0.55,N/A,N/A,N/A,N/A
443836,2014-2016,N/A,N/A,0.6,0.58,0.52,0.59,N/A,N/A,N/A,N/A
443854,2014-2016,N/A,N/A,0.56,0.55,0.49,0.66,N/A,N/A,N/A,N/A
444024,2014-2016,N/A,N/A,0.67,0.64,0.57,0.75,N/A,N/A,N/A,N/A
444042,2014-2016,0.17,0.17,0.17,0.17,N/A,0.17,N/A,N/A,N/A,N/A
444051,2014-2016,N/A,N/A,0.74,0.52,0.5,1,N/A,N/A,N/A,N/A
444088,2016,0.54,0.5,0.54,0.5,0.25,0.54,N/A,N/A,N/A,N/A
444103,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
444130,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
444219,2014-2016,0.35,0.28,0.3,0.23,0.41,0.22,0.09,0.1,0.06,0.1
444255,2016,0.33,N/A,0.33,N/A,N/A,N/A,0.33,N/A,N/A,N/A
444316,2014-2016,N/A,N/A,0.54,0.83,0.88,0.81,N/A,N/A,N/A,N/A
444325,2016,N/A,N/A,0.78,0.78,0.67,0.79,N/A,N/A,N/A,N/A
444334,2015-2016,N/A,N/A,0.76,0.76,N/A,0.76,N/A,N/A,N/A,N/A
444343,2014-2016,N/A,N/A,0.88,0.9,0.88,0.91,N/A,N/A,N/A,N/A
444361,2014-2016,N/A,N/A,0.87,0.8,0.76,0.85,N/A,N/A,N/A,N/A
444398,2014-2016,0.27,0.29,0.27,0.29,0.67,0.27,N/A,N/A,N/A,N/A
444413,2014-2016,0.12,N/A,0.12,N/A,N/A,N/A,0.65,N/A,N/A,N/A
444547,2014,N/A,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A
444556,2016,N/A,N/A,0.64,0.63,0.6,0.65,N/A,N/A,N/A,N/A
444565,2016,N/A,N/A,1,1,1,1,N/A,N/A,N/A,N/A
444699,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
444714,2014-2016,N/A,N/A,0.63,0.62,0.62,0.64,N/A,N/A,N/A,N/A
444778,2014-2016,0.17,0.16,0.17,0.16,0.17,0,N/A,N/A,N/A,N/A
444787,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
444909,2014-2016,N/A,N/A,0.8,N/A,N/A,N/A,N/A,N/A,N/A,N/A
444927,2014-2016,0.27,0.26,0.27,0.26,0,0.3,0.12,0.14,0,0.16
444954,2014-2016,0.17,0.1,0.13,0.07,0.06,0.33,0.07,0.07,0.08,0
444972,2015,N/A,N/A,0.68,0.73,0.75,0.5,N/A,N/A,N/A,N/A
444990,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
445054,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
445081,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
445090,2014-2016,N/A,N/A,0.41,0.37,0.37,0.25,N/A,N/A,N/A,N/A
445115,2014-2016,N/A,N/A,0.51,0.44,0.42,0.47,N/A,N/A,N/A,N/A
445133,2014-2016,0.33,0.26,0.33,0.26,0.31,0.21,N/A,N/A,N/A,N/A
445188,2016,0.66,0.64,0.66,0.64,0.69,0.63,N/A,N/A,N/A,N/A
445203,2015,0.63,0.64,0.63,0.64,0.52,0.76,N/A,N/A,N/A,N/A
445230,2014-2016,0.58,0.54,0.58,0.54,0.38,0.62,0,0,0,0
445249,2014-2016,N/A,N/A,0.54,0.45,0.41,0.65,N/A,N/A,N/A,N/A
445258,2016,N/A,N/A,0.2,0.25,0.25,N/A,N/A,N/A,N/A,N/A
445267,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
445300,2014-2016,0.11,0.14,0.11,0.14,0.16,0.12,N/A,N/A,N/A,N/A
445319,2014-2016,0.08,0.09,0.08,0.09,0.08,0.2,N/A,N/A,N/A,N/A
445328,2014-2016,N/A,N/A,0.54,0.54,0.44,0.6,N/A,N/A,N/A,N/A
445346,2014-2016,N/A,N/A,0.54,0.54,0.4,0.57,N/A,N/A,N/A,N/A
445364,2016,N/A,N/A,0.71,0.71,0.52,0.74,N/A,N/A,N/A,N/A
445391,2014-2016,0.11,0.06,0.11,0.06,0.06,0,N/A,N/A,N/A,N/A
445434,2015,0.67,0.67,0.67,0.67,1,0,N/A,N/A,N/A,N/A
445461,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
445559,2014-2016,N/A,N/A,0.58,0.45,0.45,N/A,N/A,N/A,N/A,N/A
445692,2014-2016,0.56,0.41,0.56,0.41,0.5,0.38,N/A,N/A,N/A,N/A
445708,2014-2016,0.48,0.42,0.48,0.42,0.41,0.48,0,0,0,0
445726,2014-2016,N/A,N/A,0.43,0.42,0.42,0.6,N/A,N/A,N/A,N/A
445735,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
445744,2014-2016,N/A,N/A,0.61,0.61,0.61,0.61,N/A,N/A,N/A,N/A
445762,2015,N/A,N/A,0.67,0.5,0.5,0.5,N/A,N/A,N/A,N/A
445780,2014-2016,N/A,N/A,0.48,0.44,N/A,0.44,N/A,N/A,N/A,N/A
445799,2014-2016,0.61,0.48,0.6,0.48,0.36,0.58,0.01,0.01,0,0.01
445869,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
445948,2014-2016,N/A,N/A,0.76,0.7,0.62,0.76,N/A,N/A,N/A,N/A
446002,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
446039,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
446048,2014-2016,0.51,0.38,0.51,0.38,0.33,0.39,N/A,N/A,N/A,N/A
446093,2014-2016,N/A,N/A,0.74,0.76,0.6,0.77,N/A,N/A,N/A,N/A
446109,2015-2016,N/A,N/A,0.69,0.67,0.65,0.71,N/A,N/A,N/A,N/A
446127,2014-2016,N/A,N/A,0.49,0.54,0.33,0.71,N/A,N/A,N/A,N/A
446136,2014-2016,N/A,N/A,0.63,0.55,0.51,0.63,N/A,N/A,N/A,N/A
446163,2014-2016,N/A,N/A,0.59,0.58,0.58,0.58,N/A,N/A,N/A,N/A
446224,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
446233,2014-2016,0.06,0,0.06,0,0,0,0.61,0.6,0.5,0.75
446303,2014-2016,N/A,N/A,0.83,0.82,0.75,0.85,N/A,N/A,N/A,N/A
446385,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
446394,2015,0.5,0.5,0.5,0.5,0.5,N/A,N/A,N/A,N/A,N/A
446525,2014-2016,N/A,N/A,0.73,0.44,0.45,0.38,N/A,N/A,N/A,N/A
446552,2016,N/A,N/A,0.48,0.45,0.43,0.49,N/A,N/A,N/A,N/A
446561,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
446589,2016,N/A,N/A,1,1,N/A,1,N/A,N/A,N/A,N/A
446598,2016,N/A,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A
446604,2014-2016,0.65,0.25,0.65,0.25,N/A,0.25,0.21,0,N/A,0
446613,2016,0.5,0.5,0.5,0.5,0.5,N/A,N/A,N/A,N/A,N/A
446640,2014-2016,0.21,0.15,0.21,0.15,0.16,0.14,N/A,N/A,N/A,N/A
446668,2016,0.23,0.06,0.23,0.06,0.07,0,0.02,0,0,0
446677,2014-2016,0.24,0.19,0.24,0.19,0,0.21,N/A,N/A,N/A,N/A
446729,2015,0.22,N/A,0.22,N/A,N/A,N/A,N/A,N/A,N/A,N/A
446774,2014-2016,0.24,0.17,0.18,0.12,0.09,0.21,0.1,0.09,0.07,0.12
446792,2014-2016,0.21,0.16,0.21,0.16,0.09,0.22,N/A,N/A,N/A,N/A
446808,2014-2016,0.25,0.31,0.25,0.31,0.5,0.12,N/A,N/A,N/A,N/A
446835,2014-2016,N/A,N/A,0.71,0.71,0.61,0.75,N/A,N/A,N/A,N/A
446844,2014-2016,N/A,N/A,0.58,0.47,0.48,0.43,N/A,N/A,N/A,N/A
446880,2014-2016,N/A,N/A,0.5,0.5,0.51,0.43,N/A,N/A,N/A,N/A
446899,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
446905,2014,0.18,0.14,0.18,0.14,0,0.5,N/A,N/A,N/A,N/A
446914,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
446923,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
447014,2014-2016,N/A,N/A,0.64,0.54,0.55,0.52,N/A,N/A,N/A,N/A
447050,2014,0.28,0.35,0.28,0.35,0,0.36,N/A,N/A,N/A,N/A
447102,2014-2016,N/A,N/A,0.66,0.66,0.53,0.67,N/A,N/A,N/A,N/A
447120,2014-2016,N/A,N/A,0.66,0.65,0.46,0.66,N/A,N/A,N/A,N/A
447166,2014-2016,N/A,N/A,0.58,0.7,0.5,0.71,N/A,N/A,N/A,N/A
