College Name,City,State,ZipCode,Selectivity,file_name
Taylor University,Upland,IN,46989,COMPETITIVE+,searchpage-profile.cfm_421.html
University of Notre Dame,Notre Dame,IN,46556,MOST COMPETITIVE,searchpage-profile.cfm_422.html
University of Indianapolis,Indianapolis,IN,46227,COMPETITIVE,searchpage-profile.cfm_423.html
University of Southern Indiana,Evansville,IN,47712,COMPETITIVE,searchpage-profile.cfm_424.html
Valparaiso University,Valparaiso,IN,46383,COMPETITIVE+,searchpage-profile.cfm_425.html
Wabash College,Crawfordsville,IN,47933,VERY COMPETITIVE,searchpage-profile.cfm_426.html
University of Saint Francis,Fort Wayne,IN,46808,COMPETITIVE,searchpage-profile.cfm_427.html
Allen College,Waterloo,IA,50703,NONCOMPETITIVE,searchpage-profile.cfm_428.html
Buena Vista University,Storm Lake,IA,50588,COMPETITIVE,searchpage-profile.cfm_429.html
Briar Cliff University,Sioux City,IA,51104,COMPETITIVE,searchpage-profile.cfm_430.html
Central College,Pella,IA,50219,COMPETITIVE,searchpage-profile.cfm_431.html
Clarke University,Dubuque,IA,52001,COMPETITIVE,searchpage-profile.cfm_432.html
Coe College,Cedar Rapids,IA,52402,VERY COMPETITIVE,searchpage-profile.cfm_433.html
Cornell College,Mount Vernon,IA,52314,VERY COMPETITIVE,searchpage-profile.cfm_434.html
Drake University,Des Moines,IA,50311,HIGHLY COMPETITIVE,searchpage-profile.cfm_435.html
Dordt College,Sioux Center,IA,51250,COMPETITIVE+,searchpage-profile.cfm_436.html
Graceland University,Lamoni,IA,50140,COMPETITIVE,searchpage-profile.cfm_438.html
Grinnell College,Grinnell,IA,50112,MOST COMPETITIVE,searchpage-profile.cfm_439.html
Grand View University,Des Moines,IA,50316,COMPETITIVE,searchpage-profile.cfm_440.html
Iowa State University,Ames,IA,50011,COMPETITIVE,searchpage-profile.cfm_442.html
Iowa Wesleyan University,Mount Pleasant,IA,52641,COMPETITIVE,searchpage-profile.cfm_443.html
Loras College,Dubuque,IA,52004,COMPETITIVE,searchpage-profile.cfm_444.html
Luther College,Decorah,IA,52101,COMPETITIVE+,searchpage-profile.cfm_445.html
Maharishi University of Management,Fairfield,IA,52557,VERY COMPETITIVE,searchpage-profile.cfm_446.html
Mercy College of Health Sciences,Des Moines,IA,50309,COMPETITIVE,searchpage-profile.cfm_448.html
Morningside College,Sioux City,IA,51106,COMPETITIVE,searchpage-profile.cfm_449.html
Mount Mercy University,Cedar Rapids,IA,52402,COMPETITIVE,searchpage-profile.cfm_450.html
Northwestern College of Iowa,Orange City,IA,51041,COMPETITIVE+,searchpage-profile.cfm_451.html
Ashford University,San Diego,CA,92123,COMPETITIVE,searchpage-profile.cfm_452.html
St. Ambrose University,Davenport,IA,52803,COMPETITIVE,searchpage-profile.cfm_453.html
Simpson College,Indianola,IA,50125,VERY COMPETITIVE,searchpage-profile.cfm_454.html
University of Dubuque,Dubuque,IA,52001,COMPETITIVE,searchpage-profile.cfm_455.html
University of Iowa,Iowa City,IA,52242,VERY COMPETITIVE+,searchpage-profile.cfm_456.html
University of Northern Iowa,Cedar Falls,IA,50614,COMPETITIVE,searchpage-profile.cfm_457.html
Upper Iowa University,Fayette,IA,52142,NONCOMPETITIVE,searchpage-profile.cfm_458.html
Wartburg College,Waverly,IA,50677,COMPETITIVE,searchpage-profile.cfm_459.html
Baker University,Baldwin City,KS,66006,COMPETITIVE+,searchpage-profile.cfm_460.html
William Penn University,Oskaloosa,IA,52577,COMPETITIVE,searchpage-profile.cfm_461.html
Benedictine College,Atchison,KS,66002,VERY COMPETITIVE,searchpage-profile.cfm_462.html
Bethany College,Lindsborg,KS,67456,NONCOMPETITIVE,searchpage-profile.cfm_463.html
Bethel College,North Newton,KS,67117,COMPETITIVE,searchpage-profile.cfm_464.html
Fort Hays State University,Hays,KS,67601,COMPETITIVE,searchpage-profile.cfm_465.html
Emporia State University,Emporia,KS,66801,COMPETITIVE,searchpage-profile.cfm_466.html
Kansas State University,Manhattan,KS,66506,VERY COMPETITIVE,searchpage-profile.cfm_467.html
Friends University,Wichita,KS,67213,COMPETITIVE,searchpage-profile.cfm_468.html
Kansas Wesleyan University,Salina,KS,67401,COMPETITIVE,searchpage-profile.cfm_469.html
McPherson College,McPherson,KS,67460,COMPETITIVE,searchpage-profile.cfm_470.html
MidAmerica Nazarene University,Olathe,KS,66062,COMPETITIVE,searchpage-profile.cfm_471.html
Newman University,Wichita,KS,67213,COMPETITIVE,searchpage-profile.cfm_472.html
Ottawa University,Ottawa,KS,66067,VERY COMPETITIVE,searchpage-profile.cfm_473.html
Pittsburg State University,Pittsburg,KS,66762,NONCOMPETITIVE,searchpage-profile.cfm_474.html
University of Saint Mary,Leavenworth,KS,66048,COMPETITIVE,searchpage-profile.cfm_475.html
Southwestern College,Winfield,KS,67156,COMPETITIVE,searchpage-profile.cfm_476.html
Sterling College,Sterling,KS,67579,COMPETITIVE,searchpage-profile.cfm_477.html
Tabor College,Hillsboro,KS,67063,COMPETITIVE,searchpage-profile.cfm_478.html
University of Kansas,Lawrence,KS,66045,COMPETITIVE+,searchpage-profile.cfm_479.html
Washburn University,Topeka,KS,66621,COMPETITIVE,searchpage-profile.cfm_480.html
Wichita State University,Wichita,KS,67260,COMPETITIVE,searchpage-profile.cfm_481.html
Alice Lloyd College,Pippa Passes,KY,41844,COMPETITIVE,searchpage-profile.cfm_482.html
Asbury University,Wilmore,KY,40390,COMPETITIVE+,searchpage-profile.cfm_483.html
Bellarmine University,Louisville,KY,40205,COMPETITIVE,searchpage-profile.cfm_484.html
Berea College,Berea,KY,40404,COMPETITIVE,searchpage-profile.cfm_485.html
Brescia University,Owensboro,KY,42301,VERY COMPETITIVE+,searchpage-profile.cfm_486.html
Campbellsville University,Campbellsville,KY,42718,COMPETITIVE,searchpage-profile.cfm_487.html
Centre College,Danville,KY,40422,HIGHLY COMPETITIVE,searchpage-profile.cfm_488.html
University of the Cumberlands,Williamsburg,KY,40769,COMPETITIVE,searchpage-profile.cfm_489.html
Eastern Kentucky University,Richmond,KY,40475,COMPETITIVE,searchpage-profile.cfm_490.html
Georgetown College,Georgetown,KY,40324,COMPETITIVE,searchpage-profile.cfm_491.html
Kentucky Christian University,Grayson,KY,41143,LESS COMPETITIVE,searchpage-profile.cfm_492.html
Kentucky State University,Frankfort,KY,40601,LESS COMPETITIVE,searchpage-profile.cfm_493.html
Kentucky Wesleyan College,Owensboro,KY,42301,COMPETITIVE,searchpage-profile.cfm_494.html
Lindsey Wilson College,Columbia,KY,42728,COMPETITIVE,searchpage-profile.cfm_495.html
Midway University,Midway,KY,40347,LESS COMPETITIVE,searchpage-profile.cfm_496.html
Morehead State University,Morehead,KY,40351,COMPETITIVE,searchpage-profile.cfm_497.html
Murray State University,Murray,KY,42071,COMPETITIVE,searchpage-profile.cfm_498.html
Northern Kentucky University,Highland Heights,KY,41099,COMPETITIVE,searchpage-profile.cfm_499.html
University of Pikeville,Pikeville,KY,41501,NONCOMPETITIVE,searchpage-profile.cfm_500.html
Spalding University,Louisville,KY,40203,sCOMPETITIVE,searchpage-profile.cfm_501.html
Thomas More College,Crestview Hills,KY,41017,COMPETITIVE,searchpage-profile.cfm_502.html
Transylvania University,Lexington,KY,40508,VERY COMPETITIVE+,searchpage-profile.cfm_503.html
Union College,Barbourville,KY,40906,COMPETITIVE,searchpage-profile.cfm_504.html
University of Kentucky,Lexington,KY,40506,COMPETITIVE,searchpage-profile.cfm_505.html
University of Louisville,Louisville,KY,40292,COMPETITIVE,searchpage-profile.cfm_506.html
Western Kentucky University,Bowling Green,KY,42101,COMPETITIVE,searchpage-profile.cfm_507.html
Centenary College of Louisiana,Shreveport,LA,71104,COMPETITIVE+,searchpage-profile.cfm_508.html
Dillard University,New Orleans,LA,70122,VERY COMPETITIVE,searchpage-profile.cfm_509.html
Grambling State University,Grambling,LA,71245,COMPETITIVE,searchpage-profile.cfm_510.html
Louisiana College,Pineville,LA,71359,COMPETITIVE,searchpage-profile.cfm_511.html
Louisiana State University and A&M College,Baton Rouge,LA,70803,VERY COMPETITIVE,searchpage-profile.cfm_513.html
Louisiana State University in Shreveport,Shreveport,LA,71115,COMPETITIVE,searchpage-profile.cfm_514.html
Louisiana Tech University,Ruston,LA,71272,VERY COMPETITIVE,searchpage-profile.cfm_515.html
Loyola University New Orleans,New Orleans,LA,70118,VERY COMPETITIVE+,searchpage-profile.cfm_516.html
McNeese State University,Lake Charles,LA,70609,COMPETITIVE,searchpage-profile.cfm_517.html
Nicholls State University,Thibodaux,LA,70310,COMPETITIVE,searchpage-profile.cfm_518.html
Northwestern State University of Louisiana,Natchitoches,LA,71497,COMPETITIVE,searchpage-profile.cfm_519.html
University of Holy Cross,New Orleans,LA,70131,COMPETITIVE,searchpage-profile.cfm_520.html
Southeastern Louisiana University,Hammond,LA,70402,COMPETITIVE,searchpage-profile.cfm_521.html
Southern University and A&M College,Baton Rouge,LA,70813,LESS COMPETITIVE+,searchpage-profile.cfm_523.html
Southern University at New Orleans,New Orleans,LA,70126,LESS COMPETITIVE,searchpage-profile.cfm_524.html
Tulane University,New Orleans,LA,70118,HIGHLY COMPETITIVE+,searchpage-profile.cfm_525.html
University of Louisiana at Lafayette,Lafayette,LA,70504,COMPETITIVE,searchpage-profile.cfm_526.html
University of Louisiana at Monroe,Monroe,LA,71209,COMPETITIVE,searchpage-profile.cfm_527.html
University of New Orleans,New Orleans,LA,70148,COMPETITIVE,searchpage-profile.cfm_528.html
Xavier University of Louisiana,New Orleans,LA,70125,COMPETITIVE+,searchpage-profile.cfm_529.html
Bates College,Lewiston,ME,04240,MOST COMPETITIVE,searchpage-profile.cfm_530.html
Bowdoin College,Brunswick,ME,04011,MOST COMPETITIVE,searchpage-profile.cfm_531.html
Colby College,Waterville,ME,04901,MOST COMPETITIVE,searchpage-profile.cfm_532.html
College of the Atlantic,Bar Harbor,ME,04609,HIGHLY COMPETITIVE+,searchpage-profile.cfm_533.html
Husson University,Bangor,ME,04401,LESS COMPETITIVE,searchpage-profile.cfm_534.html
Maine College of Art,Portland,ME,04101,SPECIAL,searchpage-profile.cfm_535.html
Maine Maritime Academy,Castine,ME,04420,COMPETITIVE,searchpage-profile.cfm_536.html
Saint Joseph's College of Maine,Standish,ME,04084,COMPETITIVE,searchpage-profile.cfm_537.html
Thomas College,Waterville,ME,04901,LESS COMPETITIVE,searchpage-profile.cfm_538.html
Unity College,Unity,ME,04988,COMPETITIVE,searchpage-profile.cfm_539.html
University of Maine,Orono,ME,04469,COMPETITIVE,searchpage-profile.cfm_541.html
University of Maine at Augusta,Augusta,ME,04430,COMPETITIVE,searchpage-profile.cfm_542.html
University of Maine at Farmington,Farmington,ME,04938,COMPETITIVE,searchpage-profile.cfm_543.html
University of Maine at Fort Kent,Fort Kent,ME,04743,LESS COMPETITIVE,searchpage-profile.cfm_544.html
University of Maine at Machias,Machias,ME,04654,COMPETITIVE,searchpage-profile.cfm_545.html
University of Maine at Presque Isle,Presque Isle,ME,04769,COMPETITIVE,searchpage-profile.cfm_546.html
University of New England,Biddeford,ME,04005,COMPETITIVE,searchpage-profile.cfm_547.html
University of Southern Maine,Gorham,ME,04038,COMPETITIVE,searchpage-profile.cfm_548.html
Bowie State University,Bowie,MD,20715,LESS COMPETITIVE,searchpage-profile.cfm_550.html
Capitol Technology University,Laurel,MD,20708,COMPETITIVE,searchpage-profile.cfm_551.html
Notre Dame of Maryland University,Baltimore,MD,21210,VERY COMPETITIVE,searchpage-profile.cfm_552.html
Washington Adventist University,Takoma Park,MD,20912,LESS COMPETITIVE,searchpage-profile.cfm_553.html
Coppin State University,Baltimore,MD,21216,VERY COMPETITIVE,searchpage-profile.cfm_554.html
Frostburg State University,Frostburg,MD,21532,LESS COMPETITIVE,searchpage-profile.cfm_555.html
Goucher College,Baltimore,MD,21204,VERY COMPETITIVE,searchpage-profile.cfm_556.html
Hood College,Frederick,MD,21701,COMPETITIVE,searchpage-profile.cfm_557.html
Johns Hopkins University,Baltimore,MD,21218,MOST COMPETITIVE,searchpage-profile.cfm_558.html
Loyola University Maryland,Baltimore,MD,21210,VERY COMPETITIVE,searchpage-profile.cfm_559.html
Maryland Institute College of Art,Baltimore,MD,21217,SPECIAL,searchpage-profile.cfm_560.html
Morgan State University,Baltimore,MD,21251,LESS COMPETITIVE,searchpage-profile.cfm_561.html
Mount St. Mary's University,Emmitsburg,MD,21727,COMPETITIVE,searchpage-profile.cfm_562.html
St. John's College-Annapolis,Annapolis,MD,21401,MOST COMPETITIVE,searchpage-profile.cfm_563.html
St. Mary's College of Maryland,St. Marys City,MD,20686,VERY COMPETITIVE,searchpage-profile.cfm_564.html
Salisbury University,Salisbury,MD,21801,VERY COMPETITIVE,searchpage-profile.cfm_565.html
Towson University,Towson,MD,21252,VERY COMPETITIVE,searchpage-profile.cfm_567.html
United States Naval Academy,Annapolis,MD,21402,MOST COMPETITIVE,searchpage-profile.cfm_568.html
University of Maryland/Baltimore County,Baltimore,MD,21250,VERY COMPETITIVE,searchpage-profile.cfm_569.html
University of Maryland/College Park,College Park,MD,20742,HIGHLY COMPETITIVE,searchpage-profile.cfm_570.html
University of Maryland/Eastern Shore,Princess Anne,MD,21853,COMPETITIVE,searchpage-profile.cfm_571.html
University of Maryland/University College,Adelphi,MD,20783,LESS COMPETITIVE,searchpage-profile.cfm_572.html
Stevenson University,Stevenson,MD,21153,COMPETITIVE,searchpage-profile.cfm_574.html
Washington College,Chestertown,MD,21620,VERY COMPETITIVE,searchpage-profile.cfm_575.html
McDaniel College,Westminster,MD,21157,VERY COMPETITIVE,searchpage-profile.cfm_576.html
American International College,Springfield,MA,01109,LESS COMPETITIVE,searchpage-profile.cfm_577.html
Amherst College,Amherst,MA,01002,HIGHLY COMPETITIVE+,searchpage-profile.cfm_578.html
Anna Maria College,Paxton,MA,01612,COMPETITIVE,searchpage-profile.cfm_580.html
College of Art and Design at Lesley University,Boston,MA,02215,SPECIAL,searchpage-profile.cfm_581.html
Assumption College,Worcester,MA,01609,COMPETITIVE+,searchpage-profile.cfm_582.html
Atlantic Union College,South Lancaster,MA,01561,COMPETITIVE,searchpage-profile.cfm_583.html
Babson College,Babson Park,MA,02457,HIGHLY COMPETITIVE,searchpage-profile.cfm_584.html
Bay Path University,Longmeadow,MA,01106,COMPETITIVE,searchpage-profile.cfm_585.html
Becker College,Worcester,MA,01609,COMPETITIVE,searchpage-profile.cfm_586.html
Bentley University,Waltham,MA,02452,HIGHLY COMPETITIVE,searchpage-profile.cfm_587.html
Berklee College of Music,Boston,MA,02215,SPECIAL,searchpage-profile.cfm_588.html
Boston Architectural College,Boston,MA,02115,NONCOMPETITIVE,searchpage-profile.cfm_589.html
Boston College,Chestnut Hill,MA,02467,MOST COMPETITIVE,searchpage-profile.cfm_590.html
The Boston Conservatory at Berklee,Boston,MA,02215,COMPETITIVE+,searchpage-profile.cfm_591.html
Boston University,Boston,MA,02215,MOST COMPETITIVE,searchpage-profile.cfm_592.html
Brandeis University,Waltham,MA,02454,MOST COMPETITIVE,searchpage-profile.cfm_593.html
Bridgewater State University,Bridgewater,MA,02325,COMPETITIVE,searchpage-profile.cfm_594.html
Cambridge College,Cambridge,MA,02138,NONCOMPETITIVE,searchpage-profile.cfm_595.html
Clark University,Worcester,MA,01610,HIGHLY COMPETITIVE+,searchpage-profile.cfm_596.html
Elms College,Chicopee,MA,01013,VERY COMPETITIVE,searchpage-profile.cfm_597.html
College of the Holy Cross,Worcester,MA,01610,MOST COMPETITIVE,searchpage-profile.cfm_598.html
Curry College,Milton,MA,02186,COMPETITIVE,searchpage-profile.cfm_599.html
Eastern Nazarene College,Quincy,MA,02170,COMPETITIVE,searchpage-profile.cfm_600.html
Emerson College,Boston,MA,02116,HIGHLY COMPETITIVE,searchpage-profile.cfm_601.html
Emmanuel College,Boston,MA,02115,COMPETITIVE+,searchpage-profile.cfm_602.html
Endicott College,Beverly,MA,01915,VERY COMPETITIVE+,searchpage-profile.cfm_603.html
Fitchburg State University,Fitchburg,MA,01420,COMPETITIVE,searchpage-profile.cfm_605.html
Framingham State University,Framingham,MA,01701,COMPETITIVE,searchpage-profile.cfm_606.html
Benjamin Franklin Institute of Technology,Boston,MA,02116,COMPETITIVE,searchpage-profile.cfm_607.html
Gordon College,Wenham,MA,01984,COMPETITIVE+,searchpage-profile.cfm_608.html
Hampshire College,Amherst,MA,01002,MOST COMPETITIVE,searchpage-profile.cfm_609.html
Harvard College/Harvard University,Cambridge,MA,02138,MOST COMPETITIVE,searchpage-profile.cfm_610.html
Hellenic College/Holy Cross Greek Orthodox School of Theology,Brookline,MA,02445,COMPETITIVE,searchpage-profile.cfm_611.html
Lasell College,Newton,MA,02466,COMPETITIVE,searchpage-profile.cfm_612.html
Lesley University,Cambridge,MA,02138,COMPETITIVE,searchpage-profile.cfm_613.html
Massachusetts College of Art and Design,Boston,MA,02115,SPECIAL,searchpage-profile.cfm_615.html
Massachusetts College of Liberal Arts,North Adams,MA,01247,COMPETITIVE,searchpage-profile.cfm_616.html
MCPHS University,Boston,MA,02115,SPECIAL,searchpage-profile.cfm_617.html
Massachusetts Institute of Technology,Cambridge,MA,02139,MOST COMPETITIVE,searchpage-profile.cfm_618.html
Massachusetts Maritime Academy,Buzzards Bay,MA,02532,COMPETITIVE,searchpage-profile.cfm_619.html
Merrimack College,North Andover,MA,01845,COMPETITIVE,searchpage-profile.cfm_620.html
Montserrat College of Art,Beverly,MA,01915,SPECIAL,searchpage-profile.cfm_621.html
Mount Holyoke College,South Hadley,MA,01075,MOST COMPETITIVE,searchpage-profile.cfm_622.html
New England Conservatory of Music,Boston,MA,02115,SPECIAL,searchpage-profile.cfm_624.html
Newbury College,Brookline,MA,02445,COMPETITIVE,searchpage-profile.cfm_625.html
Mount Ida College,Newton,MA,02459,COMPETITIVE,searchpage-profile.cfm_626.html
Nichols College,Dudley,MA,01571,LESS COMPETITIVE,searchpage-profile.cfm_627.html
Northeastern University,Boston,MA,02115,MOST COMPETITIVE,searchpage-profile.cfm_628.html
Pine Manor College,Chestnut Hill,MA,02467,LESS COMPETITIVE,searchpage-profile.cfm_629.html
Regis College,Weston,MA,02493,COMPETITIVE,searchpage-profile.cfm_630.html
Salem State University,Salem,MA,01970,LESS COMPETITIVE,searchpage-profile.cfm_631.html
Simmons College,Boston,MA,02115,VERY COMPETITIVE,searchpage-profile.cfm_632.html
Bard College at Simon's Rock,Great Barrington,MA,01230,MOST COMPETITIVE,searchpage-profile.cfm_633.html
Smith College,Northampton,MA,01063,MOST COMPETITIVE,searchpage-profile.cfm_634.html
Springfield College,Springfield,MA,01109,COMPETITIVE,searchpage-profile.cfm_635.html
Stonehill College,Easton,MA,02357,COMPETITIVE+,searchpage-profile.cfm_636.html
Suffolk University,Boston,MA,02108,COMPETITIVE,searchpage-profile.cfm_637.html
Tufts University,Medford,MA,02155,MOST COMPETITIVE,searchpage-profile.cfm_638.html
University of Massachusetts Amherst,Amherst,MA,01003,VERY COMPETITIVE+,searchpage-profile.cfm_639.html
University of Massachusetts Boston,Boston,MA,02125,COMPETITIVE,searchpage-profile.cfm_640.html
University of Massachusetts Dartmouth,North Dartmouth,MA,02747,COMPETITIVE,searchpage-profile.cfm_641.html
University of Massachusetts Lowell,Lowell,MA,01854,COMPETITIVE,searchpage-profile.cfm_642.html
Wellesley College,Wellesley,MA,02481,MOST COMPETITIVE,searchpage-profile.cfm_643.html
Wentworth Institute of Technology,Boston,MA,02115,COMPETITIVE,searchpage-profile.cfm_644.html
Western New England University,Springfield,MA,01119,COMPETITIVE,searchpage-profile.cfm_645.html
Westfield State University,Westfield,MA,01086,COMPETITIVE,searchpage-profile.cfm_646.html
Wheaton College,Norton,MA,02766,VERY COMPETITIVE,searchpage-profile.cfm_647.html
Wheelock College,Boston,MA,02215,COMPETITIVE,searchpage-profile.cfm_648.html
Williams College,Williamstown,MA,01267,MOST COMPETITIVE,searchpage-profile.cfm_649.html
Worcester Polytechnic Institute,Worcester,MA,01609,MOST COMPETITIVE,searchpage-profile.cfm_650.html
Worcester State University,Worcester,MA,01602,COMPETITIVE,searchpage-profile.cfm_651.html
Adrian College,Adrian,MI,49221,COMPETITIVE,searchpage-profile.cfm_652.html
Albion College,Albion,MI,49224,COMPETITIVE,searchpage-profile.cfm_653.html
Alma College,Alma,MI,48801-1599,COMPETITIVE,searchpage-profile.cfm_654.html
Andrews University,Berrien Springs,MI,49104,COMPETITIVE+,searchpage-profile.cfm_655.html
Aquinas College - Michigan,Grand Rapids,MI,49506,HIGHLY COMPETITIVE,searchpage-profile.cfm_656.html
Baker College of Flint,Flint,MI,48507,NONCOMPETITIVE,searchpage-profile.cfm_657.html
Calvin College,Grand Rapids,MI,49546,VERY COMPETITIVE+,searchpage-profile.cfm_658.html
College for Creative Studies,Detroit,MI,48202,SPECIAL,searchpage-profile.cfm_659.html
Central Michigan University,Mount Pleasant,MI,48859,COMPETITIVE,searchpage-profile.cfm_660.html
"Concordia University, Ann Arbor",Ann Arbor,MI,48105,VERY COMPETITIVE,searchpage-profile.cfm_662.html
Cornerstone University,Grand Rapids,MI,49525,COMPETITIVE,searchpage-profile.cfm_663.html
Davenport University,Grand Rapids,MI,49512,LESS COMPETITIVE,searchpage-profile.cfm_664.html
Eastern Michigan University,Ypsilanti,MI,48197,COMPETITIVE,searchpage-profile.cfm_668.html
Ferris State University,Big Rapids,MI,49307,COMPETITIVE,searchpage-profile.cfm_669.html
Grand Valley State University,Allendale,MI,49401,COMPETITIVE+,searchpage-profile.cfm_670.html
Hillsdale College,Hillsdale,MI,49242,MOST COMPETITIVE,searchpage-profile.cfm_671.html
Hope College,Holland,MI,49422,VERY COMPETITIVE,searchpage-profile.cfm_672.html
Kalamazoo College,Kalamazoo,MI,49006,HIGHLY COMPETITIVE+,searchpage-profile.cfm_673.html
Kettering University,Flint,MI,48504,HIGHLY COMPETITIVE,searchpage-profile.cfm_675.html
Lake Superior State University,Sault Sainte Marie,MI,49783,COMPETITIVE,searchpage-profile.cfm_676.html
Lawrence Technological University,Southfield,MI,48075,VERY COMPETITIVE,searchpage-profile.cfm_677.html
Madonna University,Livonia,MI,48150,COMPETITIVE,searchpage-profile.cfm_678.html
Marygrove College,Detroit,MI,48221,NONCOMPETITIVE,searchpage-profile.cfm_679.html
Michigan State University,East Lansing,MI,48824,VERY COMPETITIVE+,searchpage-profile.cfm_680.html
Michigan Technological University,Houghton,MI,49931,VERY COMPETITIVE+,searchpage-profile.cfm_681.html
Northern Michigan University,Marquette,MI,49855,COMPETITIVE,searchpage-profile.cfm_682.html
Northwood University - Michigan,Midland,MI,48640,LESS COMPETITIVE,searchpage-profile.cfm_683.html
Oakland University,Rochester,MI,48309,COMPETITIVE,searchpage-profile.cfm_684.html
Olivet College,Olivet,MI,49076,LESS COMPETITIVE,searchpage-profile.cfm_685.html
Rochester College,Rochester Hills,MI,48307,LESS COMPETITIVE,searchpage-profile.cfm_686.html
Saginaw Valley State University,University Center,MI,48710,COMPETITIVE,searchpage-profile.cfm_687.html
Siena Heights University,Adrian,MI,49221,COMPETITIVE,searchpage-profile.cfm_689.html
Spring Arbor University,Spring Arbor,MI,49283,COMPETITIVE,searchpage-profile.cfm_690.html
University of Detroit Mercy,Detroit,MI,48221,COMPETITIVE+,searchpage-profile.cfm_691.html
University of Michigan/Ann Arbor,Ann Arbor,MI,48109,MOST COMPETITIVE,searchpage-profile.cfm_693.html
University of Michigan/Dearborn,Dearborn,MI,48128,VERY COMPETITIVE,searchpage-profile.cfm_694.html
University of Michigan-Flint,Flint,MI,48502,COMPETITIVE+,searchpage-profile.cfm_695.html
Wayne State University,Detroit,MI,48202,COMPETITIVE,searchpage-profile.cfm_696.html
Western Michigan University,Kalamazoo,MI,49008,COMPETITIVE,searchpage-profile.cfm_697.html
Augsburg College,Minneapolis,MN,55454,COMPETITIVE,searchpage-profile.cfm_699.html
Bemidji State University,Bemidji,MN,56601,VERY COMPETITIVE,searchpage-profile.cfm_700.html
Bethel University,St. Paul,MN,55112,VERY COMPETITIVE,searchpage-profile.cfm_701.html
Carleton College,Northfield,MN,55057,MOST COMPETITIVE,searchpage-profile.cfm_702.html
College of Saint Benedict,St. Joseph,MN,56374,COMPETITIVE,searchpage-profile.cfm_703.html
St. Catherine University,St. Paul,MN,55105,VERY COMPETITIVE,searchpage-profile.cfm_704.html
College of St. Scholastica,Duluth,MN,55811,COMPETITIVE,searchpage-profile.cfm_705.html
Concordia College - Moorhead,Moorhead,MN,56562,COMPETITIVE+,searchpage-profile.cfm_707.html
Concordia University Saint Paul,St. Paul,MN,55104,COMPETITIVE,searchpage-profile.cfm_708.html
Gustavus Adolphus College,St. Peter,MN,56082,HIGHLY COMPETITIVE,searchpage-profile.cfm_709.html
Hamline University,St. Paul,MN,55104,VERY COMPETITIVE,searchpage-profile.cfm_710.html
Macalester College,St. Paul,MN,55105,MOST COMPETITIVE,searchpage-profile.cfm_711.html
Metropolitan State University,St. Paul,MN,55106,COMPETITIVE,searchpage-profile.cfm_712.html
Minneapolis College of Art and Design,Minneapolis,MN,55404,SPECIAL,searchpage-profile.cfm_713.html
"Minnesota State University, Mankato",Mankato,MN,56001,COMPETITIVE,searchpage-profile.cfm_714.html
"Minnesota State University, Moorhead",Moorhead,MN,56563,COMPETITIVE,searchpage-profile.cfm_715.html
North Central University,Minneapolis,MN,55404,COMPETITIVE,searchpage-profile.cfm_716.html
University of Northwestern - St. Paul,St. Paul,MN,55113,COMPETITIVE,searchpage-profile.cfm_717.html
St. Cloud State University,St. Cloud,MN,56301,COMPETITIVE,searchpage-profile.cfm_718.html
Saint John's University,Collegeville,MN,56321,COMPETITIVE,searchpage-profile.cfm_719.html
Saint Mary's University of Minnesota,Winona,MN,55987,VERY COMPETITIVE,searchpage-profile.cfm_720.html
St. Olaf College,Northfield,MN,55057,HIGHLY COMPETITIVE+,searchpage-profile.cfm_721.html
Southwest Minnesota State University,Marshall,MN,56258,COMPETITIVE,searchpage-profile.cfm_722.html
University of Minnesota Crookston,Crookston,MN,56716,COMPETITIVE,searchpage-profile.cfm_724.html
University of Minnesota/Duluth,Duluth,MN,55812,COMPETITIVE+,searchpage-profile.cfm_725.html
University of Minnesota/Morris,Morris,MN,56267,VERY COMPETITIVE,searchpage-profile.cfm_726.html
University of Minnesota/Twin Cities,Minneapolis,MN,55455,HIGHLY COMPETITIVE+,searchpage-profile.cfm_727.html
University of St. Thomas,St. Paul,MN,55105,VERY COMPETITIVE+,searchpage-profile.cfm_728.html
Winona State University,Winona,MN,55987,COMPETITIVE,searchpage-profile.cfm_729.html
Alcorn State University,Lorman,MS,39096,COMPETITIVE,searchpage-profile.cfm_730.html
Belhaven University,Jackson,MS,39202,COMPETITIVE,searchpage-profile.cfm_731.html
Blue Mountain College,Blue Mountain,MS,38610,VERY COMPETITIVE,searchpage-profile.cfm_732.html
Delta State University,Cleveland,MS,38733,COMPETITIVE,searchpage-profile.cfm_733.html
Jackson State University,Jackson,MS,39217,LESS COMPETITIVE,searchpage-profile.cfm_734.html
Millsaps College,Jackson,MS,39210,COMPETITIVE+,searchpage-profile.cfm_735.html
Mississippi College,Clinton,MS,39058,COMPETITIVE,searchpage-profile.cfm_736.html
Mississippi State University,Mississippi State,MS,39762,COMPETITIVE+,searchpage-profile.cfm_737.html
Mississippi University for Women,Columbus,MS,39701,COMPETITIVE,searchpage-profile.cfm_738.html
Mississippi Valley State University,Itta Bena,MS,38941,LESS COMPETITIVE,searchpage-profile.cfm_739.html
Rust College,Holly Springs,MS,38635,COMPETITIVE,searchpage-profile.cfm_740.html
Tougaloo College,Tougaloo,MS,39174,NONCOMPETITIVE,searchpage-profile.cfm_741.html
University of Mississippi,University,MS,38677,COMPETITIVE+,searchpage-profile.cfm_742.html
