College Name,City,State,ZipCode,Selectivity,file_name
Marian University,Fond du Lac,WI,54935,LESS COMPETITIVE,searchpage-profile.cfm_1606.html
Marquette University,Milwaukee,WI,53201,VERY COMPETITIVE+,searchpage-profile.cfm_1607.html
Milwaukee Institute of Art and Design,Milwaukee,WI,53202,SPECIAL,searchpage-profile.cfm_1608.html
Milwaukee School of Engineering,Milwaukee,WI,53202,HIGHLY COMPETITIVE,searchpage-profile.cfm_1609.html
Vanguard University of Southern California,Costa Mesa,CA,92626,VERY COMPETITIVE,searchpage-profile.cfm_161.html
Mount Mary University,Milwaukee,WI,53222,LESS COMPETITIVE,searchpage-profile.cfm_1610.html
Northland College,Ashland,WI,54806,COMPETITIVE+,searchpage-profile.cfm_1612.html
Ripon College,Ripon,WI,54971,COMPETITIVE+,searchpage-profile.cfm_1613.html
St. Norbert College,De Pere,WI,54115,VERY COMPETITIVE,searchpage-profile.cfm_1614.html
Silver Lake College of the Holy Family,Manitowoc,WI,54220,LESS COMPETITIVE,searchpage-profile.cfm_1615.html
University of Wisconsin-Eau Claire,Eau Claire,WI,54701,VERY COMPETITIVE,searchpage-profile.cfm_1617.html
University of Wisconsin-Green Bay,Green Bay,WI,54311,COMPETITIVE,searchpage-profile.cfm_1618.html
University of Wisconsin-La Crosse,La Crosse,WI,54601,COMPETITIVE+,searchpage-profile.cfm_1619.html
Whittier College,Whittier,CA,90608,COMPETITIVE,searchpage-profile.cfm_162.html
University of Wisconsin-Madison,Madison,WI,53706,MOST COMPETITIVE,searchpage-profile.cfm_1620.html
University of Wisconsin-Milwaukee,Milwaukee,WI,53211,COMPETITIVE,searchpage-profile.cfm_1621.html
University of Wisconsin-Oshkosh,Oshkosh,WI,54901,COMPETITIVE,searchpage-profile.cfm_1622.html
University of Wisconsin-Parkside,Kenosha,WI,53141,COMPETITIVE,searchpage-profile.cfm_1623.html
University of Wisconsin-Platteville,Platteville,WI,53818,VERY COMPETITIVE,searchpage-profile.cfm_1624.html
University of Wisconsin-River Falls,River Falls,WI,54022,COMPETITIVE,searchpage-profile.cfm_1625.html
University of Wisconsin-Stevens Point,Stevens Point,WI,54481,COMPETITIVE,searchpage-profile.cfm_1626.html
University of Wisconsin-Stout,Menomonie,WI,54751,COMPETITIVE,searchpage-profile.cfm_1627.html
University of Wisconsin-Superior,Superior,WI,54880,COMPETITIVE,searchpage-profile.cfm_1628.html
University of Wisconsin-Whitewater,Whitewater,WI,53190,COMPETITIVE,searchpage-profile.cfm_1629.html
Westmont College,Santa Barbara,CA,93108,HIGHLY COMPETITIVE,searchpage-profile.cfm_163.html
Viterbo University,La Crosse,WI,54601,COMPETITIVE,searchpage-profile.cfm_1630.html
Wisconsin Lutheran College,Milwaukee,WI,53226,VERY COMPETITIVE,searchpage-profile.cfm_1631.html
University of Wyoming,Laramie,WY,82071,COMPETITIVE+,searchpage-profile.cfm_1632.html
Concordia University,Montreal,PQ H3G IM8,N/A,Not Available,searchpage-profile.cfm_1633.html
Dalhousie University,Halifax,NS B3H 4R2,N/A,Not Available,searchpage-profile.cfm_1634.html
Universite Laval,Quebec,PQ G1K 7P4,N/A,Not Available,searchpage-profile.cfm_1635.html
McGill University,Montreal,PQ H3A oG4,N/A,Not Available,searchpage-profile.cfm_1636.html
McMaster University,Hamilton,ON L8S 4K1,N/A,Not Available,searchpage-profile.cfm_1637.html
Memorial University of Newfoundland,St. John's,NF A1C 5S7,N/A,Not Available,searchpage-profile.cfm_1638.html
Queen's University,Kingston,ON K7L 3N6,N/A,Not Available,searchpage-profile.cfm_1639.html
Colorado School of Mines,Golden,CO,80401,MOST COMPETITIVE,searchpage-profile.cfm_164.html
Ryerson University,Toronto,ON M5B 2K3,N/A,Not Available,searchpage-profile.cfm_1640.html
Simon Fraser University,Burnaby,BC V5A 1S6,N/A,Not Available,searchpage-profile.cfm_1641.html
University of Alberta,Edmonton,AB T6G 2M7,N/A,Not Available,searchpage-profile.cfm_1642.html
University of British Columbia,Vancouver,BC V6T 1Z1,N/A,Not Available,searchpage-profile.cfm_1643.html
University of Calgary,Calgary,AB T2N 1N4,N/A,Not Available,searchpage-profile.cfm_1644.html
University of Guelph,Guelph,ON N1G 2W1,N/A,Not Available,searchpage-profile.cfm_1645.html
Université de Montréal,Montreal,PQ H3C 3J7,N/A,Not Available,searchpage-profile.cfm_1646.html
University of Ottawa,Ottawa,ON K1N 6N5,N/A,Not Available,searchpage-profile.cfm_1647.html
University of Saskatchewan,Saskatoon,SK S7N 5A2,N/A,Not Available,searchpage-profile.cfm_1648.html
University of Toronto,Toronto,ON M5S 1A1,N/A,Not Available,searchpage-profile.cfm_1649.html
Colorado Christian University,Lakewood,CO,80226,VERY COMPETITIVE,searchpage-profile.cfm_165.html
University of Victoria,Victoria,BC V8P 5C2,N/A,Not Available,searchpage-profile.cfm_1650.html
University of Waterloo,Waterloo,ON N2L 3G1,N/A,Not Available,searchpage-profile.cfm_1651.html
University of Western Ontario,London,ON N6A 3K7,N/A,Not Available,searchpage-profile.cfm_1652.html
University of Windsor,Windsor,ON N9B 3P4,N/A,Not Available,searchpage-profile.cfm_1653.html
York University,Toronto (North York),ON M3J 1P3,N/A,Not Available,searchpage-profile.cfm_1654.html
Deree - The American College of Greece,Aghia Paraskevi,15342,N/A,Not Available,searchpage-profile.cfm_1655.html
The American University of Cairo,New Cairo,11835,N/A,Not Available,searchpage-profile.cfm_1656.html
The American University of Paris,Paris,75007,N/A,Not Available,searchpage-profile.cfm_1657.html
The American University of Rome,Rome,00153,N/A,Not Available,searchpage-profile.cfm_1658.html
Franklin University Switzerland,"Sorengo, Lugano, 6924",N/A,N/A,Not Available,searchpage-profile.cfm_1659.html
Adams State University,Alamosa,CO,81101,LESS COMPETITIVE,searchpage-profile.cfm_166.html
John Cabot University,Rome,00165,N/A,Not Available,searchpage-profile.cfm_1660.html
"Richmond, The American International University in London","Richmond, Surrey, TW10 6JP",N/A,N/A,Not Available,searchpage-profile.cfm_1661.html
The American University of Cairo,New Cairo,11835,N/A,Not Available,searchpage-profile.cfm_1662.html
Deree - The American College of Greece,Aghia Paraskevi,15342,N/A,Not Available,searchpage-profile.cfm_1663.html
The American University of Paris,Paris,75007,N/A,Not Available,searchpage-profile.cfm_1664.html
John Cabot University,Rome,00165,N/A,Not Available,searchpage-profile.cfm_1665.html
The American University of Rome,Rome,00153,N/A,Not Available,searchpage-profile.cfm_1666.html
Franklin University Switzerland,"Sorengo, Lugano, 6924",N/A,N/A,Not Available,searchpage-profile.cfm_1667.html
"Richmond, The American International University in London","Richmond, Surrey, TW10 6JP",N/A,N/A,Not Available,searchpage-profile.cfm_1668.html
Colorado College,Colorado Springs,CO,80903,MOST COMPETITIVE,searchpage-profile.cfm_167.html
Fort Lewis College,Durango,CO,81301,COMPETITIVE,searchpage-profile.cfm_168.html
Colorado State University,Fort Collins,CO,80523,VERY COMPETITIVE,searchpage-profile.cfm_169.html
Colorado Technical University,Colorado Springs,CO,80907,NON COMPETITIVE,searchpage-profile.cfm_170.html
Colorado Mesa University,Grand Junction,CO,81501,LESS COMPETITIVE,searchpage-profile.cfm_171.html
Regis University,Denver,CO,80221,COMPETITIVE,searchpage-profile.cfm_172.html
Metropolitan State University of Denver,Denver,CO,80217,LESS COMPETITIVE,searchpage-profile.cfm_173.html
Naropa University,Boulder,CO,80302,NONCOMPETITIVE,searchpage-profile.cfm_174.html
United States Air Force Academy,Colorado Springs,CO,80840,COMPETITIVE,searchpage-profile.cfm_175.html
University of Colorado Colorado Springs,Colorado Springs,CO,80918,COMPETITIVE,searchpage-profile.cfm_176.html
University of Colorado Denver,Denver,CO,80204,COMPETITIVE,searchpage-profile.cfm_178.html
University of Colorado Boulder,Boulder,CO,80309,VERY COMPETITIVE+,searchpage-profile.cfm_179.html
University of Northern Colorado,Greeley,CO,80634,COMPETITIVE,searchpage-profile.cfm_180.html
University of Denver,Denver,CO,80208,VERY COMPETITIVE+,searchpage-profile.cfm_181.html
Colorado State University-Pueblo,Pueblo,CO,81001,COMPETITIVE,searchpage-profile.cfm_182.html
Western State Colorado University,Gunnison,CO,81231,COMPETITIVE,searchpage-profile.cfm_183.html
Albertus Magnus College,New Haven,CT,06511,LESS COMPETITIVE,searchpage-profile.cfm_184.html
Charter Oak State College,New Britain,CT,06053,LESS COMPETITIVE,searchpage-profile.cfm_185.html
Connecticut College,New London,CT,06320,MOST COMPETITIVE,searchpage-profile.cfm_186.html
Central Connecticut State University,New Britain,CT,06050,COMPETITIVE,searchpage-profile.cfm_187.html
Eastern Connecticut State University,Willimantic,CT,06226,COMPETITIVE,searchpage-profile.cfm_189.html
Fairfield University,Fairfield,CT,06824,VERY COMPETITIVE+,searchpage-profile.cfm_190.html
Mitchell College,New London,CT,06320,COMPETITIVE,searchpage-profile.cfm_192.html
Quinnipiac University,Hamden,CT,06518,COMPETITIVE,searchpage-profile.cfm_193.html
Southern Connecticut State University,New Haven,CT,06515,LESS COMPETITIVE,searchpage-profile.cfm_194.html
University of Saint Joseph,West Hartford,CT,06117,COMPETITIVE,searchpage-profile.cfm_195.html
Sacred Heart University,Fairfield,CT,06825,COMPETITIVE,searchpage-profile.cfm_196.html
University of Bridgeport,Bridgeport,CT,06604,LESS COMPETITIVE,searchpage-profile.cfm_197.html
Post University,Waterbury,CT,06723,COMPETITIVE,searchpage-profile.cfm_198.html
United States Coast Guard Academy,New London,CT,06320,MOST COMPETITIVE,searchpage-profile.cfm_199.html
Trinity College,Hartford,CT,06106,HIGHLY COMPETITIVE+,searchpage-profile.cfm_200.html
University of Connecticut,Storrs,CT,06269,HIGHLY COMPETITIVE,searchpage-profile.cfm_201.html
University of Hartford,West Hartford,CT,06117,COMPETITIVE,searchpage-profile.cfm_202.html
University of New Haven,West Haven,CT,06516,COMPETITIVE,searchpage-profile.cfm_203.html
Wesleyan University,Middletown,CT,06459,MOST COMPETITIVE,searchpage-profile.cfm_204.html
Western Connecticut State University,Danbury,CT,06810,LESS COMPETITIVE,searchpage-profile.cfm_205.html
Yale University,New Haven,CT,06511,MOST COMPETITIVE,searchpage-profile.cfm_206.html
Goldey-Beacom College,Wilmington,DE,19808,COMPETITIVE,searchpage-profile.cfm_207.html
Delaware State University,Dover,DE,19901,NONCOMPETITIVE,searchpage-profile.cfm_208.html
Wesley College,Dover,DE,19901,LESS COMPETITIVE,searchpage-profile.cfm_209.html
University of Delaware,Newark,DE,19716,VERY COMPETITIVE+,searchpage-profile.cfm_210.html
Wilmington University,New Castle,DE,19720,NONCOMPETITIVE,searchpage-profile.cfm_211.html
American University,Washington,DC,20016,HIGHLY COMPETITIVE+,searchpage-profile.cfm_212.html
The Catholic University of America,Washington,DC,20064,VERY COMPETITIVE,searchpage-profile.cfm_214.html
Gallaudet University,Washington,DC,20002,LESS COMPETITIVE,searchpage-profile.cfm_215.html
Howard University,Washington,DC,20059,COMPETITIVE+,searchpage-profile.cfm_217.html
Trinity Washington University,Washington,DC,20017,COMPETITIVE+,searchpage-profile.cfm_219.html
Barry University,Miami Shores,FL,33161,COMPETITIVE,searchpage-profile.cfm_220.html
University of the District of Columbia,Washington,DC,20008,LESS COMPETITIVE,searchpage-profile.cfm_221.html
Beacon College,Leesburg,FL,34748,COMPETITIVE,searchpage-profile.cfm_222.html
Carlos Albizu University,Miami,FL,33172,LESS COMPETITIVE,searchpage-profile.cfm_223.html
Bethune-Cookman University,Daytona Beach,FL,32114,COMPETITIVE,searchpage-profile.cfm_224.html
Edward Waters College,Jacksonville,FL,32209,NONCOMPETITIVE,searchpage-profile.cfm_226.html
Eckerd College,St. Petersburg,FL,33711,COMPETITIVE,searchpage-profile.cfm_227.html
Flagler College,St. Augustine,FL,32084,COMPETITIVE,searchpage-profile.cfm_228.html
Embry-Riddle Aeronautical University - Daytona Beach,Daytona Beach,FL,32114,VERY COMPETITIVE,searchpage-profile.cfm_229.html
Florida Agricultural and Mechanical University,Tallahassee,FL,32307,COMPETITIVE,searchpage-profile.cfm_230.html
Florida Atlantic University,Boca Raton,FL,33431,COMPETITIVE,searchpage-profile.cfm_231.html
Adventist University of Health Sciences,Orlando,FL,32803,NONCOMPETITIVE,searchpage-profile.cfm_232.html
Florida Gulf Coast University,Fort Myers,FL,33965,COMPETITIVE,searchpage-profile.cfm_233.html
Florida Institute of Technology,Melbourne,FL,32901,VERY COMPETITIVE,searchpage-profile.cfm_234.html
Florida International University,Miami,FL,33199,COMPETITIVE+,searchpage-profile.cfm_235.html
The George Washington University,Washington,DC,20052,MOST COMPETITIVE,searchpage-profile.cfm_236.html
Georgetown University,Washington,DC,20057,MOST COMPETITIVE,searchpage-profile.cfm_237.html
Florida Southern College,Lakeland,FL,33801,COMPETITIVE+,searchpage-profile.cfm_238.html
Florida Memorial University,Miami Gardens,FL,33054,LESS COMPETITIVE,searchpage-profile.cfm_239.html
Florida State University,Tallahassee,FL,32306,HIGHLY COMPETITIVE,searchpage-profile.cfm_240.html
Hodges University,Naples,FL,34119,LESS COMPETITIVE,searchpage-profile.cfm_241.html
Jacksonville University,Jacksonville,FL,32211,COMPETITIVE,searchpage-profile.cfm_242.html
Lynn University,Boca Raton,FL,33431,LESS COMPETITIVE,searchpage-profile.cfm_243.html
Keiser University,West Palm Beach,FL,33411,LESS COMPETITIVE,searchpage-profile.cfm_244.html
New College of Florida,Sarasota,FL,34243,MOST COMPETITIVE,searchpage-profile.cfm_245.html
Palm Beach Atlantic University,West Palm Beach,FL,33416,COMPETITIVE,searchpage-profile.cfm_246.html
Nova Southeastern University,Fort Lauderdale,FL,33314,COMPETITIVE+,searchpage-profile.cfm_247.html
Ringling College of Art and Design,Sarasota,FL,34234,SPECIAL,searchpage-profile.cfm_248.html
Rollins College,Winter Park,FL,32789,HIGHLY COMPETITIVE,searchpage-profile.cfm_249.html
Saint Leo University,Saint Leo,FL,33574,COMPETITIVE,searchpage-profile.cfm_250.html
Southeastern University,Lakeland,FL,33801,COMPETITIVE,searchpage-profile.cfm_251.html
Stetson University,DeLand,FL,32723,VERY COMPETITIVE,searchpage-profile.cfm_253.html
University of Central Florida,Orlando,FL,32816,VERY COMPETITIVE,searchpage-profile.cfm_254.html
University of Florida,Gainesville,FL,32611,HIGHLY COMPETITIVE+,searchpage-profile.cfm_255.html
University of North Florida,Jacksonville,FL,32224,VERY COMPETITIVE,searchpage-profile.cfm_256.html
University of Miami,Coral Gables,FL,33124,MOST COMPETITIVE,searchpage-profile.cfm_257.html
University of Tampa,Tampa,FL,33606,COMPETITIVE,searchpage-profile.cfm_258.html
University of South Florida/Tampa,Tampa,FL,33620,VERY COMPETITIVE+,searchpage-profile.cfm_259.html
St. Thomas University,Miami,FL,33054,LESS COMPETITIVE,searchpage-profile.cfm_260.html
Albany State University,Albany,GA,31705,COMPETITIVE,searchpage-profile.cfm_261.html
Webber International University,Babson Park,FL,33827,COMPETITIVE,searchpage-profile.cfm_262.html
Armstrong State University,Savannah,GA,31419,COMPETITIVE,searchpage-profile.cfm_264.html
The Art Institute of Atlanta,Atlanta,GA,30328,SPECIAL,searchpage-profile.cfm_266.html
Agnes Scott College,Decatur,GA,30030,VERY COMPETITIVE+,searchpage-profile.cfm_267.html
Augusta University,Augusta,GA,30912,COMPETITIVE,searchpage-profile.cfm_268.html
University of West Florida,Pensacola,FL,32514,COMPETITIVE,searchpage-profile.cfm_269.html
Brewton-Parker College,Mt. Vernon,GA,30445,COMPETITIVE,searchpage-profile.cfm_270.html
Berry College,Mount Berry,GA,30149,COMPETITIVE+,searchpage-profile.cfm_271.html
Clayton State University,Morrow,GA,30260,COMPETITIVE,searchpage-profile.cfm_272.html
Clark Atlanta University,Atlanta,GA,30314,LESS COMPETITIVE,searchpage-profile.cfm_273.html
Covenant College,Lookout Mountain,GA,30750,VERY COMPETITIVE,searchpage-profile.cfm_274.html
Columbus State University,Columbus,GA,31907,LESS COMPETITIVE,searchpage-profile.cfm_275.html
Emory University,Atlanta,GA,30322,MOST COMPETITIVE,searchpage-profile.cfm_277.html
Fort Valley State University,Fort Valley,GA,31030,VERY COMPETITIVE,searchpage-profile.cfm_279.html
Georgia College & State University,Milledgeville,GA,31061,COMPETITIVE+,searchpage-profile.cfm_281.html
Georgia Institute of Technology,Atlanta,GA,30332,MOST COMPETITIVE,searchpage-profile.cfm_282.html
Georgia Southern University,Statesboro,GA,30458,COMPETITIVE,searchpage-profile.cfm_283.html
Georgia Southwestern State University,Americus,GA,31709,COMPETITIVE,searchpage-profile.cfm_284.html
Georgia State University,Atlanta,GA,30302,VERY COMPETITIVE,searchpage-profile.cfm_285.html
Kennesaw State University,Kennesaw,GA,30144,VERY COMPETITIVE,searchpage-profile.cfm_286.html
Morehouse College,Atlanta,GA,30314,COMPETITIVE,searchpage-profile.cfm_287.html
LaGrange College,LaGrange,GA,30240,COMPETITIVE,searchpage-profile.cfm_288.html
Mercer University,Macon,GA,31207,VERY COMPETITIVE,searchpage-profile.cfm_289.html
University of North Georgia,Dahlonega,GA,30597,COMPETITIVE,searchpage-profile.cfm_291.html
Paine College,Augusta,GA,30901,LESS COMPETITIVE,searchpage-profile.cfm_292.html
Oglethorpe University,Atlanta,GA,30319,COMPETITIVE+,searchpage-profile.cfm_293.html
Piedmont College,Demorest,GA,30535,COMPETITIVE,searchpage-profile.cfm_294.html
Reinhardt University,Waleska,GA,30183,COMPETITIVE,searchpage-profile.cfm_295.html
Savannah State University,Savannah,GA,31404,COMPETITIVE,searchpage-profile.cfm_296.html
Shorter University,Rome,GA,30165,LESS COMPETITIVE,searchpage-profile.cfm_297.html
Spelman College,Atlanta,GA,30314,COMPETITIVE,searchpage-profile.cfm_299.html
University of West Georgia,Carrollton,GA,30118,LESS COMPETITIVE,searchpage-profile.cfm_300.html
Savannah College of Art and Design,Savannah,GA,31401,COMPETITIVE,searchpage-profile.cfm_301.html
Thomas University,Thomasville,GA,31792,LESS COMPETITIVE,searchpage-profile.cfm_302.html
Toccoa Falls College,Toccoa Falls,GA,30598,COMPETITIVE,searchpage-profile.cfm_303.html
University of Georgia,Athens,GA,30602,HIGHLY COMPETITIVE,searchpage-profile.cfm_304.html
South University,Savannah,GA,31406,LESS COMPETITIVE,searchpage-profile.cfm_306.html
Valdosta State University,Valdosta,GA,31698,COMPETITIVE,searchpage-profile.cfm_307.html
Wesleyan College,Macon,GA,31210,COMPETITIVE+,searchpage-profile.cfm_308.html
Brigham Young University/Hawaii,Laie,HI,96762,COMPETITIVE,searchpage-profile.cfm_309.html
Brenau University - Women's College,Gainesville,GA,30501,LESS COMPETITIVE,searchpage-profile.cfm_310.html
Chaminade University of Honolulu,Honolulu,HI,96816,COMPETITIVE,searchpage-profile.cfm_311.html
Hawaii Pacific University,Honolulu,HI,96813,COMPETITIVE,searchpage-profile.cfm_312.html
University of Hawaii at Hilo,Hilo,HI,96720,COMPETITIVE,searchpage-profile.cfm_314.html
The College of Idaho,Caldwell,ID,83605,COMPETITIVE,searchpage-profile.cfm_315.html
Boise State University,Boise,ID,83725,COMPETITIVE,searchpage-profile.cfm_316.html
University of Hawaii at Manoa,Honolulu,HI,96822,COMPETITIVE,searchpage-profile.cfm_317.html
Idaho State University,Pocatello,ID,83209,NONCOMPETITIVE,searchpage-profile.cfm_318.html
Lewis-Clark State College,Lewiston,ID,83501,COMPETITIVE,searchpage-profile.cfm_319.html
Northwest Nazarene University,Nampa,ID,83686,COMPETITIVE,searchpage-profile.cfm_320.html
Augustana College,Rock Island,IL,61201,VERY COMPETITIVE,searchpage-profile.cfm_321.html
University of Idaho,Moscow,ID,83844,COMPETITIVE,searchpage-profile.cfm_322.html
Blackburn College,Carlinville,IL,62626,LESS COMPETITIVE,searchpage-profile.cfm_323.html
Benedictine University,Lisle,IL,60532,COMPETITIVE,searchpage-profile.cfm_325.html
Aurora University,Aurora,IL,60506,COMPETITIVE,searchpage-profile.cfm_326.html
"Concordia University, Chicago",River Forest,IL,60305,COMPETITIVE,searchpage-profile.cfm_327.html
Columbia College Chicago,Chicago,IL,60605,COMPETITIVE,searchpage-profile.cfm_328.html
Chicago State University,Chicago,IL,60628,COMPETITIVE,searchpage-profile.cfm_329.html
Bradley University,Peoria,IL,61625,VERY COMPETITIVE,searchpage-profile.cfm_330.html
Dominican University,River Forest,IL,60305,COMPETITIVE,searchpage-profile.cfm_333.html
DePaul University,Chicago,IL,60604,VERY COMPETITIVE,searchpage-profile.cfm_334.html
Eureka College,Eureka,IL,61530,COMPETITIVE,searchpage-profile.cfm_336.html
Eastern Illinois University,Charleston,IL,61920,COMPETITIVE,searchpage-profile.cfm_337.html
Greenville College,Greenville,IL,62246,COMPETITIVE,searchpage-profile.cfm_338.html
Illinois College,Jacksonville,IL,62650,VERY COMPETITIVE,searchpage-profile.cfm_339.html
Illinois Institute of Technology,Chicago,IL,60616,HIGHLY COMPETITIVE+,searchpage-profile.cfm_340.html
Illinois State University,Normal,IL,61761,VERY COMPETITIVE,searchpage-profile.cfm_341.html
Judson University,Elgin,IL,60123,COMPETITIVE,searchpage-profile.cfm_342.html
Illinois Wesleyan University,Bloomington,IL,61702,VERY COMPETITIVE+,searchpage-profile.cfm_343.html
Kendall College,Chicago,IL,60642,COMPETITIVE,searchpage-profile.cfm_344.html
Elmhurst College,Elmhurst,IL,60126,COMPETITIVE,searchpage-profile.cfm_345.html
Lake Forest College,Lake Forest,IL,60045,VERY COMPETITIVE,searchpage-profile.cfm_346.html
Knox College,Galesburg,IL,61401,VERY COMPETITIVE+,searchpage-profile.cfm_347.html
Loyola University Chicago,Chicago,IL,60660,VERY COMPETITIVE,searchpage-profile.cfm_348.html
Lewis University,Romeoville,IL,60446,COMPETITIVE,searchpage-profile.cfm_349.html
McKendree University,Lebanon,IL,62254,COMPETITIVE+,searchpage-profile.cfm_350.html
MacMurray College,Jacksonville,IL,62650,COMPETITIVE,searchpage-profile.cfm_351.html
National Louis University,Chicago,IL,60603,LESS COMPETITIVE,searchpage-profile.cfm_353.html
Millikin University,Decatur,IL,62522-2084,COMPETITIVE,searchpage-profile.cfm_354.html
Monmouth College,Monmouth,IL,61462,COMPETITIVE,searchpage-profile.cfm_355.html
North Central College,Naperville,IL,60540,VERY COMPETITIVE,searchpage-profile.cfm_356.html
Northern Illinois University,DeKalb,IL,60115,COMPETITIVE,searchpage-profile.cfm_357.html
Northeastern Illinois University,Chicago,IL,60625,LESS COMPETITIVE,searchpage-profile.cfm_358.html
North Park University,Chicago,IL,60625,COMPETITIVE,searchpage-profile.cfm_359.html
Quincy University,Quincy,IL,62301,COMPETITIVE,searchpage-profile.cfm_360.html
Principia College,Elsah,IL,62028,COMPETITIVE+,searchpage-profile.cfm_361.html
Olivet Nazarene University,Bourbonnais,IL,60914,COMPETITIVE,searchpage-profile.cfm_362.html
Rockford University,Rockford,IL,61108,COMPETITIVE,searchpage-profile.cfm_363.html
Roosevelt University,Chicago,IL,60605,VERY COMPETITIVE,searchpage-profile.cfm_364.html
Northwestern University,Evanston,IL,60208,MOST COMPETITIVE,searchpage-profile.cfm_365.html
Saint Xavier University,Chicago,IL,60655,COMPETITIVE,searchpage-profile.cfm_366.html
School of the Art Institute of Chicago,Chicago,IL,60603,SPECIAL,searchpage-profile.cfm_367.html
Southern Illinois University Carbondale,Carbondale,IL,62901,COMPETITIVE,searchpage-profile.cfm_369.html
Southern Illinois University Edwardsville,Edwardsville,IL,62026,COMPETITIVE,searchpage-profile.cfm_370.html
Trinity College of Nursing and Health Sciences,Rock Island,IL,61201,SPECIAL,searchpage-profile.cfm_371.html
Trinity Christian College,Palos Heights,IL,60463,COMPETITIVE,searchpage-profile.cfm_372.html
Shimer College,Chicago,IL,60616,VERY COMPETITIVE+,searchpage-profile.cfm_373.html
University of Chicago,Chicago,IL,60637,MOST COMPETITIVE,searchpage-profile.cfm_375.html
University of Illinois at Chicago,Chicago,IL,60607,VERY COMPETITIVE,searchpage-profile.cfm_376.html
VanderCook College of Music,Chicago,IL,60616,NONCOMPETITIVE,searchpage-profile.cfm_377.html
University of Illinois at Urbana-Champaign,Urbana,IL,61801,HIGHLY COMPETITIVE,searchpage-profile.cfm_378.html
University of St. Francis,Joliet,IL,60435,COMPETITIVE,searchpage-profile.cfm_379.html
Trinity International University,Deerfield,IL,60015,VERY COMPETITIVE,searchpage-profile.cfm_380.html
Western Illinois University,Macomb,IL,61455,COMPETITIVE,searchpage-profile.cfm_382.html
Wheaton College,Wheaton,IL,60187,MOST COMPETITIVE,searchpage-profile.cfm_383.html
Ball State University,Muncie,IN,47306,COMPETITIVE,searchpage-profile.cfm_384.html
Bethel College,Mishawaka,IN,46545,COMPETITIVE,searchpage-profile.cfm_385.html
Butler University,Indianapolis,IN,46208,VERY COMPETITIVE,searchpage-profile.cfm_386.html
Anderson University,Anderson,IN,46012,COMPETITIVE,searchpage-profile.cfm_387.html
Earlham College,Richmond,IN,47374,HIGHLY COMPETITIVE,searchpage-profile.cfm_388.html
Franklin College,Franklin,IN,46131,COMPETITIVE,searchpage-profile.cfm_389.html
Calumet College of St. Joseph,Whiting,IN,46394,COMPETITIVE,searchpage-profile.cfm_390.html
DePauw University,Greencastle,IN,46135,HIGHLY COMPETITIVE+,searchpage-profile.cfm_391.html
Grace College and Seminary,Winona Lake,IN,46590,COMPETITIVE,searchpage-profile.cfm_392.html
Goshen College,Goshen,IN,46526,COMPETITIVE,searchpage-profile.cfm_393.html
Hanover College,Hanover,IN,47243,COMPETITIVE+,searchpage-profile.cfm_394.html
Huntington University,Huntington,IN,46750,COMPETITIVE,searchpage-profile.cfm_395.html
Indiana Institute of Technology,Fort Wayne,IN,46803,LESS COMPETITIVE,searchpage-profile.cfm_396.html
Indiana University Bloomington,Bloomington,IN,47405,VERY COMPETITIVE,searchpage-profile.cfm_397.html
Indiana State University,Terre Haute,IN,47809,LESS COMPETITIVE,searchpage-profile.cfm_399.html
Indiana University South Bend,South Bend,IN,46615,COMPETITIVE,searchpage-profile.cfm_400.html
Indiana University Kokomo,Kokomo,IN,46902,COMPETITIVE,searchpage-profile.cfm_401.html
Indiana University East,Richmond,IN,47374,COMPETITIVE,searchpage-profile.cfm_402.html
Indiana University Northwest,Gary,IN,46408,COMPETITIVE,searchpage-profile.cfm_403.html
Indiana University Southeast,New Albany,IN,47150,LESS COMPETITIVE,searchpage-profile.cfm_404.html
Indiana University-Purdue University Fort Wayne,Fort Wayne,IN,46805,COMPETITIVE,searchpage-profile.cfm_405.html
Manchester University,North Manchester,IN,46962,COMPETITIVE,searchpage-profile.cfm_406.html
Indiana University-Purdue University Indianapolis,Indianapolis,IN,46202,COMPETITIVE,searchpage-profile.cfm_407.html
Indiana Wesleyan University,Marion,IN,46953,COMPETITIVE,searchpage-profile.cfm_408.html
Marian University,Indianapolis,IN,46222,COMPETITIVE,searchpage-profile.cfm_409.html
Oakland City University,Oakland City,IN,47660,NON COMPETITIVE,searchpage-profile.cfm_410.html
Martin University,Indianapolis,IN,46218,LESS COMPETITIVE,searchpage-profile.cfm_411.html
Purdue University/West Lafayette,West Lafayette,IN,47907,MOST COMPETITIVE,searchpage-profile.cfm_412.html
Purdue University/Northwest,Hammond,IN,46323,COMPETITIVE,searchpage-profile.cfm_414.html
Saint Joseph's College,Rensselaer,IN,47978,COMPETITIVE,searchpage-profile.cfm_415.html
Rose-Hulman Institute of Technology,Terre Haute,IN,47803,MOST COMPETITIVE,searchpage-profile.cfm_416.html
Saint Mary-of-the-Woods College,St Mary of the Woods,IN,47876,LESS COMPETITIVE,searchpage-profile.cfm_417.html
Saint Mary's College,Notre Dame,IN,46556,COMPETITIVE,searchpage-profile.cfm_418.html
University of Evansville,Evansville,IN,47722,VERY COMPETITIVE+,searchpage-profile.cfm_419.html
Trine University,Angola,IN,46703,COMPETITIVE,searchpage-profile.cfm_420.html
